x,y,z,xh,yh,zh,f_xyz,image_name
2333.9,10.0,1042.7,0.9,16.7,0.0,"[12023,0,0,0,0,371138]",pos774-0-buildingData-5
2325.2,10.0,1041.9,1.8,-42.6,-0.0,"[0,0,0,0,0,383161]",pos774-1-buildingData-5
2331.4,12.5,1035.6,4.8,-48.8,0.0,"[0,0,0,0,0,383161]",pos774-0-buildingData-10
2326.4,12.5,1040.5,3.7,61.8,0.0,"[228927,0,0,0,0,154234]",pos774-1-buildingData-10
2330.9,17.5,1042.0,1.4,-91.6,0.0,"[0,0,0,0,0,383161]",pos774-0-buildingData-15
2329.4,17.5,1040.1,0.3,114.9,0.0,"[319433,0,0,0,0,63728]",pos774-1-buildingData-15
2332.0,27.5,1042.3,-4.9,-61.6,-0.0,"[0,0,0,0,0,383161]",pos774-0-buildingData-25
2325.7,27.5,1036.8,2.2,161.8,0.0,"[129191,0,0,0,0,253970]",pos774-1-buildingData-25
2330.0,47.5,1037.0,1.5,-170.1,0.0,"[93603,0,0,0,0,289558]",pos774-0-buildingData-45
2326.6,47.5,1036.7,-3.2,129.3,0.0,"[366131,0,0,0,0,17030]",pos774-1-buildingData-45
2330.1,72.5,1034.4,-4.4,71.3,0.0,"[299439,0,0,0,0,83722]",pos774-0-buildingData-70
2325.1,72.5,1036.7,4.9,34.4,0.0,"[152641,0,0,0,0,230520]",pos774-1-buildingData-70
2329.3,122.5,1033.4,-0.5,46.7,0.0,"[175139,0,0,0,227,207795]",pos774-0-buildingData-120
2326.8,122.5,1038.4,2.1,34.7,0.0,"[122611,0,0,1,251,260298]",pos774-1-buildingData-120
2329.1,172.5,1043.2,0.3,10.1,0.0,"[53036,0,0,0,0,330125]",pos774-0-buildingData-170
2330.4,172.5,1037.2,-2.7,28.2,0.0,"[112978,0,0,4,0,270179]",pos774-1-buildingData-170
2327.8,222.5,1034.0,3.7,150.1,0.0,"[59604,0,0,0,0,323557]",pos774-0-buildingData-220
2331.4,222.5,1042.3,-1.4,33.8,-0.0,"[74514,0,0,0,808,307839]",pos774-1-buildingData-220
2330.4,272.5,1036.8,-1.8,-82.5,-0.0,"[0,0,0,0,0,383161]",pos774-0-buildingData-270
2325.8,272.5,1035.4,-4.6,161.5,0.0,"[87009,0,0,0,0,296152]",pos774-1-buildingData-270
