x,y,z,xh,yh,zh,f_xyz,image_name
1008.8,35.0,1077.1,-4.1,-164.0,0.0,"[143675,0,0,0,0,239486]",pos1344-0-buildingData-5
1006.2,35.0,1081.4,-1.7,-126.2,0.0,"[209298,0,0,0,0,173863]",pos1344-1-buildingData-5
1003.4,40.0,1076.9,0.2,173.4,0.0,"[240813,0,0,0,0,142348]",pos1344-0-buildingData-10
1004.2,40.0,1076.5,3.1,121.2,-0.0,"[286226,0,0,0,0,96935]",pos1344-1-buildingData-10
1008.1,45.0,1081.7,-2.9,84.5,0.0,"[281763,0,0,0,0,101398]",pos1344-0-buildingData-15
1002.0,45.0,1082.8,1.8,14.5,-0.0,"[317007,0,0,0,0,66154]",pos1344-1-buildingData-15
1005.3,55.0,1084.6,-1.9,146.5,0.0,"[370173,0,0,0,0,12988]",pos1344-0-buildingData-25
1007.6,55.0,1085.6,4.4,-114.3,-0.0,"[383161,0,0,0,0,0]",pos1344-1-buildingData-25
1007.6,75.0,1081.7,1.1,-178.6,0.0,"[266024,0,0,0,0,117137]",pos1344-0-buildingData-45
1007.7,75.0,1080.7,-1.6,-171.0,0.0,"[249672,0,0,0,0,133489]",pos1344-1-buildingData-45
1006.3,100.0,1080.1,0.9,34.6,-0.0,"[170641,0,0,0,0,212520]",pos1344-0-buildingData-70
1000.3,100.0,1077.0,2.5,93.3,0.0,"[69221,0,0,0,0,313940]",pos1344-1-buildingData-70
1006.8,150.0,1081.7,4.3,-83.8,0.0,"[129691,0,0,0,11449,242021]",pos1344-0-buildingData-120
1006.8,150.0,1078.9,3.0,154.2,0.0,"[95780,0,0,0,0,287381]",pos1344-1-buildingData-120
1001.8,200.0,1085.3,2.6,28.3,0.0,"[16527,0,0,0,0,366634]",pos1344-0-buildingData-170
1000.6,200.0,1080.0,-4.0,54.2,-0.0,"[31739,0,0,0,0,351422]",pos1344-1-buildingData-170
1000.4,250.0,1079.3,4.7,-91.5,0.0,"[51392,0,0,0,6324,325445]",pos1344-0-buildingData-220
1003.8,250.0,1085.0,2.5,-127.7,-0.0,"[76104,0,0,0,0,307057]",pos1344-1-buildingData-220
1009.0,300.0,1084.2,-3.2,-154.8,0.0,"[73645,0,0,0,0,309516]",pos1344-0-buildingData-270
1002.5,300.0,1078.2,-0.4,129.1,0.0,"[2912,0,0,0,0,380249]",pos1344-1-buildingData-270
