x,y,z,xh,yh,zh,f_xyz,image_name
31.3,28.5,1298.5,-2.6,-71.9,0.0,"[1210,0,0,0,156,381795]",pos1426-0-buildingData-5
25.5,28.5,1294.7,1.6,-2.1,-0.0,"[1281,0,0,0,0,381880]",pos1426-1-buildingData-5
28.2,33.5,1299.9,-3.0,55.6,-0.0,"[0,0,0,0,0,383161]",pos1426-0-buildingData-10
31.0,33.5,1302.8,-2.4,-50.2,-0.0,"[1112,0,0,0,0,382049]",pos1426-1-buildingData-10
24.7,38.5,1298.9,-1.6,152.4,0.0,"[0,0,0,0,0,383161]",pos1426-0-buildingData-15
26.4,38.5,1302.0,3.3,128.9,-0.0,"[0,0,0,0,0,383161]",pos1426-1-buildingData-15
30.0,48.5,1299.7,-2.6,-98.6,0.0,"[33953,0,0,0,1033,348175]",pos1426-0-buildingData-25
26.8,48.5,1301.0,2.6,104.0,0.0,"[0,0,0,0,0,383161]",pos1426-1-buildingData-25
26.4,68.5,1303.5,4.8,72.4,0.0,"[0,0,0,0,0,383161]",pos1426-0-buildingData-45
23.9,68.5,1300.6,-0.4,-126.8,0.0,"[27587,0,0,0,0,355574]",pos1426-1-buildingData-45
25.4,93.5,1301.3,1.0,-7.3,0.0,"[23872,0,0,0,0,359289]",pos1426-0-buildingData-70
29.1,93.5,1297.0,2.2,-68.5,0.0,"[46159,0,0,0,1145,335857]",pos1426-1-buildingData-70
23.6,143.5,1297.5,0.3,-68.6,0.0,"[63974,0,0,0,1247,317940]",pos1426-0-buildingData-120
31.4,143.5,1302.6,-1.2,-19.7,0.0,"[25664,0,0,0,0,357497]",pos1426-1-buildingData-120
29.1,193.5,1297.7,-1.7,87.3,0.0,"[0,0,0,0,0,383161]",pos1426-0-buildingData-170
27.1,193.5,1298.4,4.2,174.7,0.0,"[0,0,0,0,0,383161]",pos1426-1-buildingData-170
31.5,243.5,1295.4,-0.6,-35.3,-0.0,"[864,0,0,0,0,382297]",pos1426-0-buildingData-220
30.4,243.5,1294.2,4.7,-149.2,0.0,"[0,0,0,0,0,383161]",pos1426-1-buildingData-220
31.8,293.5,1294.1,0.4,-37.0,0.0,"[2085,0,0,0,0,381076]",pos1426-0-buildingData-270
32.5,293.5,1301.9,-3.7,150.6,0.0,"[0,0,0,0,0,383161]",pos1426-1-buildingData-270
