x,y,z,xh,yh,zh,f_xyz,image_name
2664.5,10.0,1155.4,-1.0,97.0,-0.0,"[117979,0,0,0,0,265182]",pos1112-0-buildingData-5
2661.3,10.0,1149.8,3.6,55.9,0.0,"[59588,0,0,0,0,323573]",pos1112-1-buildingData-5
2657.4,10.0,1152.1,3.0,-86.7,-0.0,"[0,0,0,0,0,383161]",pos1112-0-buildingData-10
2663.5,10.0,1153.4,3.3,141.1,0.0,"[29709,0,0,0,0,353452]",pos1112-1-buildingData-10
2660.4,10.0,1146.0,-1.4,-33.6,-0.0,"[0,0,0,0,0,383161]",pos1112-0-buildingData-15
2665.0,10.0,1147.2,-0.1,54.2,-0.0,"[62655,0,0,0,0,320506]",pos1112-1-buildingData-15
2664.1,13.6,1153.6,-4.5,115.1,0.0,"[83637,0,0,0,0,299524]",pos1112-0-buildingData-25
2656.9,13.6,1155.8,3.6,77.6,-0.0,"[126094,0,0,0,0,257067]",pos1112-1-buildingData-25
2662.3,33.6,1150.5,1.8,-102.7,0.0,"[0,0,0,0,0,383161]",pos1112-0-buildingData-45
2663.4,33.6,1153.7,-3.1,-120.9,0.0,"[0,0,0,0,0,383161]",pos1112-1-buildingData-45
2660.3,58.6,1154.3,0.9,150.2,-0.0,"[34550,0,0,0,0,348611]",pos1112-0-buildingData-70
2659.7,58.6,1154.5,-0.6,-123.4,-0.0,"[320,0,0,0,0,382841]",pos1112-1-buildingData-70
2656.9,108.6,1149.5,0.8,73.2,0.0,"[150926,0,0,1,2250,229984]",pos1112-0-buildingData-120
2658.5,108.6,1154.6,-3.2,33.6,0.0,"[60126,0,0,0,0,323035]",pos1112-1-buildingData-120
2657.4,158.6,1154.7,-2.9,-162.0,0.0,"[19388,0,0,0,0,363773]",pos1112-0-buildingData-170
2659.1,158.6,1148.1,1.8,26.2,-0.0,"[47589,0,0,0,0,335572]",pos1112-1-buildingData-170
2658.9,208.6,1146.2,4.6,-77.4,0.0,"[0,0,0,0,0,383161]",pos1112-0-buildingData-220
2662.8,208.6,1146.8,0.2,-92.2,0.0,"[0,0,0,0,0,383161]",pos1112-1-buildingData-220
2659.4,258.6,1154.0,-4.6,-73.0,0.0,"[0,0,0,0,0,383161]",pos1112-0-buildingData-270
2657.5,258.6,1149.2,2.2,-1.9,0.0,"[0,0,0,0,0,383161]",pos1112-1-buildingData-270
