x,y,z,xh,yh,zh,f_xyz,image_name
2984.9,10.0,749.3,0.7,12.4,0.0,"[0,0,0,0,0,383161]",pos944-0-buildingData-5
2980.6,10.0,748.0,4.9,-48.0,0.0,"[0,0,0,0,0,383161]",pos944-1-buildingData-5
2989.8,10.0,754.2,2.9,22.9,0.0,"[0,0,0,0,0,383161]",pos944-0-buildingData-10
2988.1,10.0,748.0,4.5,-136.4,0.0,"[0,0,0,0,0,383161]",pos944-1-buildingData-10
2985.5,10.0,749.4,-4.5,-106.6,0.0,"[0,0,0,0,0,383161]",pos944-0-buildingData-15
2989.0,10.0,747.9,1.4,61.5,-0.0,"[14622,0,0,0,0,368539]",pos944-1-buildingData-15
2984.3,13.8,753.3,3.5,-77.5,0.0,"[0,0,0,0,0,383161]",pos944-0-buildingData-25
2982.2,13.8,747.3,-1.5,176.7,0.0,"[4874,0,0,0,0,378287]",pos944-1-buildingData-25
2985.6,33.8,749.6,4.4,138.1,-0.0,"[34559,0,0,0,0,348602]",pos944-0-buildingData-45
2988.4,33.8,749.0,1.7,-128.5,0.0,"[0,0,0,0,0,383161]",pos944-1-buildingData-45
2980.1,58.8,745.2,1.4,65.4,-0.0,"[32670,0,0,0,0,350491]",pos944-0-buildingData-70
2982.3,58.8,752.2,2.6,160.4,0.0,"[8260,0,0,0,0,374901]",pos944-1-buildingData-70
2985.5,108.8,752.4,2.5,171.1,-0.0,"[9565,0,0,0,0,373596]",pos944-0-buildingData-120
2989.9,108.8,745.4,-3.8,30.1,-0.0,"[0,0,0,0,0,383161]",pos944-1-buildingData-120
2988.2,158.8,745.9,-4.6,-55.9,-0.0,"[0,0,0,0,0,383161]",pos944-0-buildingData-170
2984.5,158.8,744.9,-3.6,166.9,0.0,"[11211,0,0,0,0,371950]",pos944-1-buildingData-170
2988.1,208.8,747.2,3.1,-110.6,0.0,"[0,0,0,0,0,383161]",pos944-0-buildingData-220
2983.1,208.8,751.0,1.4,-107.3,0.0,"[0,0,0,0,0,383161]",pos944-1-buildingData-220
2984.8,258.8,748.3,-4.6,159.4,0.0,"[15714,0,0,0,0,367447]",pos944-0-buildingData-270
2988.7,258.8,745.5,-2.7,-159.2,-0.0,"[0,0,0,0,0,383161]",pos944-1-buildingData-270
