x,y,z,xh,yh,zh,f_xyz,image_name
1850.0,18.3,549.2,3.2,-145.3,0.0,"[200166,0,0,0,0,182995]",pos259-0-buildingData-5
1848.0,18.3,547.6,-1.7,145.9,0.0,"[856,0,0,0,2042,380263]",pos259-1-buildingData-5
1848.6,23.3,545.1,-4.1,-53.8,0.0,"[145747,0,0,27,0,237387]",pos259-0-buildingData-10
1847.7,23.3,541.0,1.5,120.6,0.0,"[72844,0,0,0,178048,132269]",pos259-1-buildingData-10
1843.8,28.3,544.9,0.6,118.2,0.0,"[102468,0,0,0,152154,128539]",pos259-0-buildingData-15
1841.3,28.3,542.0,-1.7,17.2,-0.0,"[372282,0,0,0,0,10879]",pos259-1-buildingData-15
1842.2,38.3,542.1,-1.9,68.2,-0.0,"[211263,0,0,4,6717,165177]",pos259-0-buildingData-25
1849.3,38.3,542.8,-0.4,102.0,-0.0,"[194086,0,0,0,78978,110097]",pos259-1-buildingData-25
1845.4,58.3,539.9,-2.7,-152.3,-0.0,"[383161,0,0,0,0,0]",pos259-0-buildingData-45
1843.1,58.3,542.3,-3.3,57.2,0.0,"[243295,0,0,4,0,139862]",pos259-1-buildingData-45
1846.9,83.3,544.4,-4.0,-113.4,-0.0,"[250964,0,0,3,0,132194]",pos259-0-buildingData-70
1843.2,83.3,543.4,-0.7,157.0,0.0,"[270430,0,0,0,2363,110368]",pos259-1-buildingData-70
1844.9,133.3,542.8,3.8,127.8,0.0,"[146893,0,0,0,0,236268]",pos259-0-buildingData-120
1846.3,133.3,540.8,-4.9,-37.3,0.0,"[3758,0,0,0,0,379403]",pos259-1-buildingData-120
1848.1,183.3,546.0,1.7,-60.3,0.0,"[0,0,0,0,0,383161]",pos259-0-buildingData-170
1841.1,183.3,548.6,1.4,162.6,-0.0,"[124581,0,0,1,5754,252825]",pos259-1-buildingData-170
1842.6,233.3,542.8,4.3,166.8,0.0,"[69382,0,0,0,6324,307455]",pos259-0-buildingData-220
1847.1,233.3,543.8,-3.0,124.8,0.0,"[155014,0,0,0,0,228147]",pos259-1-buildingData-220
1844.2,283.3,545.6,-3.4,-14.7,0.0,"[0,0,0,0,0,383161]",pos259-0-buildingData-270
1841.7,283.3,541.2,1.7,63.7,0.0,"[7070,0,0,0,0,376091]",pos259-1-buildingData-270
