x,y,z,xh,yh,zh,f_xyz,image_name
520.0,54.0,1072.4,4.8,-41.9,-0.0,"[9385,0,0,0,0,373776]",pos1297-0-buildingData-20
520.0,54.0,1072.4,2.4,-84.2,0.0,"[90112,0,0,0,1472,291577]",pos1297-1-buildingData-20
520.0,94.0,1072.4,-3.9,137.4,0.0,"[813,0,0,0,0,382348]",pos1297-0-buildingData-60
520.0,94.0,1072.4,-0.4,109.4,0.0,"[2123,0,0,0,0,381038]",pos1297-1-buildingData-60
520.0,134.0,1072.4,1.1,-160.9,0.0,"[105550,0,0,0,0,277611]",pos1297-0-buildingData-100
520.0,134.0,1072.4,1.4,-26.1,0.0,"[0,0,0,0,0,383161]",pos1297-1-buildingData-100
520.0,174.0,1072.4,4.2,80.4,-0.0,"[0,0,0,0,0,383161]",pos1297-0-buildingData-140
520.0,174.0,1072.4,-1.4,-67.7,0.0,"[128638,0,0,0,0,254523]",pos1297-1-buildingData-140
520.0,234.0,1072.4,-1.6,76.0,0.0,"[0,0,0,0,0,383161]",pos1297-0-buildingData-200
520.0,234.0,1072.4,-0.7,-168.8,0.0,"[56950,0,0,0,0,326211]",pos1297-1-buildingData-200
