,0
classes_names,"['brick', 'concrete', 'marble', 'plaster', 'metal', 'nothing']"
mpc,
non_empty_classes_names,"['brick', 'metal']"
train_size,13992
test_size,3498
num_epochs,1000
pos_enc_dim,10
tsp,1
batch_size,1024
label_name,f_xyz
enc_input_size,60
num_present_classes,2
xyz_centroid,[1408.09268153  120.55114923 1067.89079474]
xyz_max-min,3001.2
xyzh_centroid,[-0.00694683 -0.5043968   0.        ]
xyzh_max-min,360.0
criterion,MSELoss()
training_time_in_seconds,210
final_training_loss,0.005417455326427113
final_test_loss,0.08466121821896971
training_losses_summary,"[[0.69373794 0.73569408]
 [0.0836488  0.05981039]
 [0.06424568 0.05340146]
 [0.05458658 0.05034066]
 [0.04139674 0.04474914]
 [0.02597729 0.02960234]
 [0.01677652 0.01797123]
 [0.01116781 0.01140915]
 [0.00831441 0.00823528]
 [0.00667496 0.00633419]]"
test_losses_summary,"[[0.69147384 0.72473227]
 [0.0918253  0.07110067]
 [0.0776964  0.06599375]
 [0.07163511 0.06409303]
 [0.06853871 0.06208877]
 [0.07378657 0.0640293 ]
 [0.07867119 0.06873147]
 [0.08298946 0.07297389]
 [0.08549498 0.07590706]
 [0.08790722 0.07829324]]"
