x,y,z,xh,yh,zh,f_xyz,image_name
1851.9,31.4,1971.6,-2.5,-156.3,0.0,"[383161,0,0,0,0,0]",pos2065-0-buildingData-20
1851.9,31.4,1971.6,4.3,-21.6,-0.0,"[118445,0,0,4,145869,118843]",pos2065-1-buildingData-20
1851.9,71.4,1971.6,1.7,-125.6,0.0,"[383161,0,0,0,0,0]",pos2065-0-buildingData-60
1851.9,71.4,1971.6,4.0,67.4,0.0,"[51755,0,0,0,162958,168448]",pos2065-1-buildingData-60
1851.9,111.4,1971.6,0.7,90.0,-0.0,"[2347,0,0,0,62519,318295]",pos2065-0-buildingData-100
1851.9,111.4,1971.6,-0.5,157.6,0.0,"[0,0,0,0,0,383161]",pos2065-1-buildingData-100
1851.9,151.4,1971.6,2.0,-25.3,0.0,"[47089,0,0,0,56976,279096]",pos2065-0-buildingData-140
1851.9,151.4,1971.6,0.3,72.8,-0.0,"[24516,0,0,0,93273,265372]",pos2065-1-buildingData-140
1851.9,211.4,1971.6,1.2,118.3,-0.0,"[0,0,0,0,0,383161]",pos2065-0-buildingData-200
1851.9,211.4,1971.6,-0.1,166.6,-0.0,"[0,0,0,0,0,383161]",pos2065-1-buildingData-200
