x,y,z,xh,yh,zh,f_xyz,image_name
2095.2,10.0,500.9,3.9,-140.3,0.0,"[248542,0,0,0,0,134619]",pos555-0-buildingData-5
2089.0,10.0,499.8,2.0,177.5,-0.0,"[156247,0,0,41,0,226873]",pos555-1-buildingData-5
2090.5,14.5,498.4,-4.8,91.5,0.0,"[364436,0,0,0,0,18725]",pos555-0-buildingData-10
2087.0,14.5,504.3,-0.2,170.1,0.0,"[199174,0,0,55,0,183932]",pos555-1-buildingData-10
2090.4,19.5,504.8,-3.9,127.5,0.0,"[241655,0,0,0,0,141506]",pos555-0-buildingData-15
2090.7,19.5,503.5,-5.0,-46.1,-0.0,"[325587,0,0,0,0,57574]",pos555-1-buildingData-15
2092.2,29.5,501.9,-3.4,-77.5,0.0,"[366359,0,0,0,0,16802]",pos555-0-buildingData-25
2091.6,29.5,507.2,2.3,-26.3,-0.0,"[309458,0,0,0,0,73703]",pos555-1-buildingData-25
2094.6,49.5,501.9,1.6,133.4,0.0,"[379454,0,0,0,0,3707]",pos555-0-buildingData-45
2094.5,49.5,500.7,0.5,171.4,-0.0,"[204961,0,0,6,0,178194]",pos555-1-buildingData-45
2086.7,74.5,503.9,-4.5,-149.5,0.0,"[164744,0,0,0,0,218417]",pos555-0-buildingData-70
2090.2,74.5,503.6,4.4,-168.3,0.0,"[138888,0,0,1,0,244272]",pos555-1-buildingData-70
2087.1,124.5,504.9,0.6,154.4,0.0,"[183785,0,0,1,1045,198330]",pos555-0-buildingData-120
2089.1,124.5,498.9,4.6,-134.9,-0.0,"[3972,0,0,0,0,379189]",pos555-1-buildingData-120
2088.7,174.5,501.5,4.6,-110.0,-0.0,"[0,0,0,0,0,383161]",pos555-0-buildingData-170
2096.1,174.5,502.5,-4.7,-166.2,0.0,"[131169,0,0,0,0,251992]",pos555-1-buildingData-170
2089.7,224.5,499.5,2.6,-33.1,0.0,"[0,0,0,0,0,383161]",pos555-0-buildingData-220
2087.4,224.5,504.4,-0.6,-135.3,-0.0,"[5538,0,0,0,0,377623]",pos555-1-buildingData-220
2089.6,274.5,501.4,3.4,-157.8,0.0,"[20663,0,0,0,0,362498]",pos555-0-buildingData-270
2095.5,274.5,506.7,3.5,-19.8,-0.0,"[0,0,0,0,0,383161]",pos555-1-buildingData-270
