x,y,z,xh,yh,zh,f_xyz,image_name
362.8,41.0,599.5,3.7,73.9,0.0,"[7514,0,0,0,0,375647]",pos1004-0-buildingData-5
365.4,41.0,599.3,-0.8,101.1,0.0,"[0,0,0,0,0,383161]",pos1004-1-buildingData-5
366.4,46.0,599.8,3.1,-128.9,0.0,"[0,0,0,0,0,383161]",pos1004-0-buildingData-10
358.5,46.0,601.7,-2.5,-31.1,0.0,"[0,0,0,0,0,383161]",pos1004-1-buildingData-10
358.7,51.0,608.6,-3.2,-10.2,0.0,"[23851,0,0,0,0,359310]",pos1004-0-buildingData-15
364.7,51.0,606.4,3.5,-64.8,0.0,"[0,0,0,0,0,383161]",pos1004-1-buildingData-15
365.1,61.0,601.0,-1.3,123.4,0.0,"[15272,0,0,0,0,367889]",pos1004-0-buildingData-25
362.2,61.0,606.0,-0.7,118.8,-0.0,"[23979,0,0,0,0,359182]",pos1004-1-buildingData-25
363.5,81.0,607.9,1.4,-27.2,0.0,"[0,0,0,0,0,383161]",pos1004-0-buildingData-45
367.5,81.0,603.5,-0.0,93.3,0.0,"[79189,0,0,0,0,303972]",pos1004-1-buildingData-45
368.2,106.0,601.0,-3.2,39.5,0.0,"[128202,0,0,0,0,254959]",pos1004-0-buildingData-70
367.6,106.0,607.2,-3.8,57.0,0.0,"[120966,0,0,0,0,262195]",pos1004-1-buildingData-70
365.7,156.0,604.2,1.0,-126.5,0.0,"[88191,0,0,1,627,294342]",pos1004-0-buildingData-120
364.2,156.0,600.1,-3.8,-71.6,0.0,"[24828,0,0,0,0,358333]",pos1004-1-buildingData-120
367.6,206.0,604.2,-1.4,48.9,0.0,"[20579,0,0,0,0,362582]",pos1004-0-buildingData-170
363.4,206.0,605.9,1.8,-25.6,-0.0,"[0,0,0,0,0,383161]",pos1004-1-buildingData-170
363.1,256.0,607.1,-2.1,85.6,-0.0,"[0,0,0,0,0,383161]",pos1004-0-buildingData-220
362.9,256.0,608.9,3.8,-89.6,0.0,"[83890,0,0,0,0,299271]",pos1004-1-buildingData-220
360.3,306.0,609.2,4.5,-175.7,-0.0,"[10790,0,0,0,0,372371]",pos1004-0-buildingData-270
365.1,306.0,607.0,4.6,-72.0,0.0,"[21638,0,0,0,0,361523]",pos1004-1-buildingData-270
