x,y,z,xh,yh,zh,f_xyz,image_name
45.3,35.9,812.5,-0.8,150.5,-0.0,"[0,0,0,0,0,383161]",pos338-0-buildingData-5
40.6,35.9,805.4,-1.7,-30.7,-0.0,"[60991,0,0,0,0,322170]",pos338-1-buildingData-5
40.3,40.9,813.9,-4.5,-68.3,-0.0,"[0,0,0,0,0,383161]",pos338-0-buildingData-10
44.5,40.9,813.0,-0.5,79.3,0.0,"[0,0,0,0,0,383161]",pos338-1-buildingData-10
40.6,45.9,808.7,-0.5,-145.2,0.0,"[0,0,0,0,0,383161]",pos338-0-buildingData-15
45.4,45.9,806.0,1.6,-103.7,-0.0,"[0,0,0,0,0,383161]",pos338-1-buildingData-15
40.1,55.9,813.8,-0.5,104.6,0.0,"[0,0,0,0,0,383161]",pos338-0-buildingData-25
45.0,55.9,805.6,2.9,67.2,0.0,"[0,0,0,0,0,383161]",pos338-1-buildingData-25
47.3,75.9,812.1,3.5,157.8,0.0,"[0,0,0,0,0,383161]",pos338-0-buildingData-45
46.8,75.9,804.9,4.2,-33.2,0.0,"[52987,0,0,0,0,330174]",pos338-1-buildingData-45
46.4,100.9,806.3,1.2,64.1,0.0,"[0,0,0,0,0,383161]",pos338-0-buildingData-70
41.7,100.9,812.6,-3.1,-87.7,0.0,"[38041,0,0,0,1091,344029]",pos338-1-buildingData-70
38.8,150.9,804.7,-2.9,-125.2,0.0,"[67817,0,0,0,0,315344]",pos338-0-buildingData-120
40.5,150.9,810.9,-2.3,142.0,-0.0,"[0,0,0,0,0,383161]",pos338-1-buildingData-120
47.7,200.9,812.2,-3.9,-5.7,-0.0,"[95654,0,0,0,0,287507]",pos338-0-buildingData-170
48.7,200.9,811.9,-3.2,65.6,0.0,"[0,0,0,0,0,383161]",pos338-1-buildingData-170
43.9,250.9,814.2,-4.3,-140.0,0.0,"[69755,0,0,0,0,313406]",pos338-0-buildingData-220
45.1,250.9,805.5,2.4,-173.1,0.0,"[612,0,0,0,0,382549]",pos338-1-buildingData-220
40.1,300.9,810.8,4.9,-111.5,0.0,"[72360,0,0,0,1472,309329]",pos338-0-buildingData-270
44.8,300.9,806.8,2.6,-70.0,0.0,"[37225,0,0,0,0,345936]",pos338-1-buildingData-270
