x,y,z,xh,yh,zh,f_xyz,image_name
2907.6,10.0,584.0,-3.6,14.7,-0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-5
2907.1,10.0,583.1,-1.5,90.2,-0.0,"[35802,0,0,0,0,347359]",pos918-1-buildingData-5
2906.0,10.0,581.4,2.6,-34.8,0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-10
2903.3,10.0,582.7,-4.8,-163.7,0.0,"[1660,0,0,0,0,381501]",pos918-1-buildingData-10
2904.2,10.0,582.4,-3.2,104.6,-0.0,"[55996,0,0,0,143,327022]",pos918-0-buildingData-15
2908.6,10.0,580.1,-4.5,-76.7,0.0,"[0,0,0,0,0,383161]",pos918-1-buildingData-15
2905.4,13.8,581.2,3.2,162.6,0.0,"[8585,0,0,0,0,374576]",pos918-0-buildingData-25
2909.7,13.8,581.0,2.4,-8.7,0.0,"[0,0,0,0,0,383161]",pos918-1-buildingData-25
2905.3,33.8,586.1,-3.4,-86.1,0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-45
2903.6,33.8,580.3,4.6,145.5,0.0,"[34743,0,0,0,0,348418]",pos918-1-buildingData-45
2911.4,58.8,589.5,4.7,50.0,0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-70
2910.3,58.8,585.7,-0.0,167.6,0.0,"[7166,0,0,0,0,375995]",pos918-1-buildingData-70
2911.5,108.8,579.7,1.9,55.5,-0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-120
2905.5,108.8,582.0,-0.9,-78.5,-0.0,"[0,0,0,0,0,383161]",pos918-1-buildingData-120
2910.4,158.8,586.3,4.7,40.2,0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-170
2906.3,158.8,587.3,-0.2,21.7,-0.0,"[0,0,0,0,0,383161]",pos918-1-buildingData-170
2910.2,208.8,585.0,3.0,-35.4,0.0,"[0,0,0,0,0,383161]",pos918-0-buildingData-220
2903.4,208.8,581.5,-0.4,-2.7,0.0,"[0,0,0,0,0,383161]",pos918-1-buildingData-220
2902.2,258.8,584.0,-2.3,171.8,-0.0,"[10750,0,0,0,0,372411]",pos918-0-buildingData-270
2902.5,258.8,587.7,-3.9,-73.1,-0.0,"[0,0,0,0,0,383161]",pos918-1-buildingData-270
