x,y,z,xh,yh,zh,f_xyz,image_name
28.7,31.6,1155.2,-4.7,69.7,0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-5
30.6,31.6,1148.4,1.2,-153.1,-0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-5
27.2,36.6,1146.6,-3.3,-115.2,0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-10
32.5,36.6,1155.4,4.3,-53.7,-0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-10
27.6,41.6,1146.6,-1.1,-34.2,-0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-15
26.7,41.6,1146.6,3.7,-111.0,0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-15
28.9,51.6,1154.6,3.6,-37.7,-0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-25
32.9,51.6,1149.3,-0.8,99.5,0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-25
25.3,71.6,1148.1,2.0,141.3,0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-45
24.0,71.6,1150.7,-0.2,133.5,0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-45
30.4,96.6,1146.0,3.2,107.6,0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-70
28.3,96.6,1145.9,-2.9,104.6,0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-70
30.4,146.6,1151.6,0.7,125.0,-0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-120
29.3,146.6,1151.4,0.3,-19.5,-0.0,"[45506,0,0,0,0,337655]",pos1351-1-buildingData-120
26.1,196.6,1154.0,3.3,7.0,0.0,"[29138,0,0,0,0,354023]",pos1351-0-buildingData-170
25.1,196.6,1154.8,0.0,140.4,0.0,"[0,0,0,0,0,383161]",pos1351-1-buildingData-170
25.7,246.6,1148.2,-2.2,64.1,0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-220
25.6,246.6,1147.5,2.1,-46.4,0.0,"[6769,0,0,0,0,376392]",pos1351-1-buildingData-220
32.1,296.6,1146.2,-4.2,50.7,-0.0,"[0,0,0,0,0,383161]",pos1351-0-buildingData-270
27.4,296.6,1154.4,4.8,0.3,0.0,"[7300,0,0,0,0,375861]",pos1351-1-buildingData-270
