x,y,z,xh,yh,zh,f_xyz,image_name
999.3,34.0,380.0,-4.5,-41.4,0.0,"[0,0,0,0,0,383161]",pos96-0-buildingData-5
998.7,34.0,387.6,4.2,-153.8,0.0,"[46898,0,0,0,729,335534]",pos96-1-buildingData-5
995.7,39.0,382.2,3.5,-179.8,0.0,"[31101,0,0,0,0,352060]",pos96-0-buildingData-10
999.4,39.0,380.3,-1.7,-123.1,0.0,"[46483,0,0,0,0,336678]",pos96-1-buildingData-10
1000.3,44.0,383.8,-0.1,-70.6,0.0,"[16789,0,0,0,0,366372]",pos96-0-buildingData-15
991.8,44.0,383.9,-4.3,-23.2,0.0,"[0,0,0,0,0,383161]",pos96-1-buildingData-15
998.0,54.0,387.1,-0.4,79.5,-0.0,"[32116,0,0,0,0,351045]",pos96-0-buildingData-25
995.2,54.0,387.3,-2.5,-83.8,0.0,"[54518,0,0,0,0,328643]",pos96-1-buildingData-25
999.1,74.0,381.8,0.5,-27.4,-0.0,"[0,0,0,0,0,383161]",pos96-0-buildingData-45
997.3,74.0,387.1,0.4,-10.5,-0.0,"[0,0,0,0,0,383161]",pos96-1-buildingData-45
1000.2,99.0,381.3,-2.7,141.8,0.0,"[4752,0,0,0,0,378409]",pos96-0-buildingData-70
993.3,99.0,387.8,1.1,-164.8,0.0,"[122145,0,0,0,0,261016]",pos96-1-buildingData-70
992.2,149.0,388.7,3.4,9.0,0.0,"[0,0,0,0,0,383161]",pos96-0-buildingData-120
997.7,149.0,380.9,-0.6,41.3,-0.0,"[0,0,0,0,0,383161]",pos96-1-buildingData-120
999.7,199.0,381.4,-3.6,68.5,0.0,"[34910,0,0,0,0,348251]",pos96-0-buildingData-170
995.2,199.0,381.0,-0.3,-168.7,-0.0,"[149037,0,0,0,0,234124]",pos96-1-buildingData-170
995.3,249.0,388.8,-3.1,77.8,0.0,"[52608,0,0,0,0,330553]",pos96-0-buildingData-220
994.2,249.0,382.5,3.8,55.1,-0.0,"[4700,0,0,0,0,378461]",pos96-1-buildingData-220
994.7,299.0,380.7,0.6,125.7,0.0,"[3548,0,0,0,0,379613]",pos96-0-buildingData-270
992.4,299.0,386.2,-3.1,-57.8,0.0,"[0,0,0,0,0,383161]",pos96-1-buildingData-270
