x,y,z,xh,yh,zh,f_xyz,image_name
1399.7,31.4,1059.1,-2.4,167.0,0.0,"[188658,0,0,4,0,194499]",pos1818-0-buildingData-5
1401.0,31.4,1056.6,-0.2,-173.7,-0.0,"[289491,0,0,0,0,93670]",pos1818-1-buildingData-5
1394.5,36.4,1058.8,1.2,137.3,-0.0,"[337696,0,0,4,0,45461]",pos1818-0-buildingData-10
1396.7,36.4,1060.2,3.2,-26.9,0.0,"[217834,0,0,0,0,165327]",pos1818-1-buildingData-10
1397.4,41.4,1059.9,-3.3,164.6,0.0,"[246039,0,0,4,0,137118]",pos1818-0-buildingData-15
1394.2,41.4,1065.6,4.9,77.3,-0.0,"[383161,0,0,0,0,0]",pos1818-1-buildingData-15
1395.9,51.4,1061.0,-4.4,87.7,0.0,"[383161,0,0,0,0,0]",pos1818-0-buildingData-25
1400.9,51.4,1063.1,2.2,-73.6,-0.0,"[383161,0,0,0,0,0]",pos1818-1-buildingData-25
1399.6,71.4,1061.2,-3.8,-44.6,0.0,"[241376,0,0,0,0,141785]",pos1818-0-buildingData-45
1400.8,71.4,1060.0,4.5,-176.3,0.0,"[311607,0,0,0,0,71554]",pos1818-1-buildingData-45
1395.7,96.4,1058.7,-3.4,-5.2,0.0,"[228267,0,0,0,0,154894]",pos1818-0-buildingData-70
1394.7,96.4,1059.6,-1.2,-75.7,0.0,"[241440,0,0,0,0,141721]",pos1818-1-buildingData-70
1393.2,146.4,1057.4,0.3,-63.0,-0.0,"[162596,0,0,0,0,220565]",pos1818-0-buildingData-120
1394.0,146.4,1065.4,0.5,65.7,-0.0,"[175046,0,0,0,0,208115]",pos1818-1-buildingData-120
1399.4,196.4,1065.5,-2.4,-61.8,0.0,"[139079,0,0,0,0,244082]",pos1818-0-buildingData-170
1391.5,196.4,1064.5,2.9,-148.1,0.0,"[92057,0,0,0,0,291104]",pos1818-1-buildingData-170
1392.4,246.4,1057.5,-2.7,-179.4,0.0,"[96199,0,0,0,0,286962]",pos1818-0-buildingData-220
1395.6,246.4,1059.0,-2.0,23.9,-0.0,"[43993,0,0,0,0,339168]",pos1818-1-buildingData-220
1395.9,296.4,1058.5,-4.4,-149.2,0.0,"[108848,0,0,0,0,274313]",pos1818-0-buildingData-270
1395.0,296.4,1062.8,-3.0,101.8,0.0,"[38042,0,0,0,0,345119]",pos1818-1-buildingData-270
