x,y,z,xh,yh,zh,f_xyz,image_name
2574.8,10.0,829.2,3.4,-13.1,0.0,"[0,0,0,0,0,383161]",pos844-0-buildingData-20
2574.8,10.0,829.2,0.3,-95.9,0.0,"[0,0,0,0,0,383161]",pos844-1-buildingData-20
2574.8,48.7,829.2,-0.0,-73.0,0.0,"[0,0,0,0,0,383161]",pos844-0-buildingData-60
2574.8,48.7,829.2,-4.1,-109.2,0.0,"[0,0,0,0,0,383161]",pos844-1-buildingData-60
2574.8,88.7,829.2,-0.8,-89.8,-0.0,"[0,0,0,0,0,383161]",pos844-0-buildingData-100
2574.8,88.7,829.2,-1.3,-98.0,0.0,"[0,0,0,0,0,383161]",pos844-1-buildingData-100
2574.8,128.7,829.2,-2.1,19.2,0.0,"[22037,0,0,0,1071,360053]",pos844-0-buildingData-140
2574.8,128.7,829.2,-3.1,-49.5,0.0,"[0,0,0,0,0,383161]",pos844-1-buildingData-140
2574.8,188.7,829.2,0.1,161.4,-0.0,"[46070,0,0,1,22386,314704]",pos844-0-buildingData-200
2574.8,188.7,829.2,-2.1,-1.8,0.0,"[0,0,0,0,0,383161]",pos844-1-buildingData-200
