x,y,z,xh,yh,zh,f_xyz,image_name
319.4,51.0,1118.8,3.2,4.3,0.0,"[12777,0,0,0,11555,358829]",pos463-0-buildingData-20
319.4,51.0,1118.8,4.2,-59.8,0.0,"[7154,0,0,0,13722,362285]",pos463-1-buildingData-20
319.4,91.0,1118.8,-1.6,43.3,-0.0,"[10642,0,0,0,4318,368201]",pos463-0-buildingData-60
319.4,91.0,1118.8,4.2,-98.9,-0.0,"[93487,0,0,0,29402,260272]",pos463-1-buildingData-60
319.4,131.0,1118.8,1.8,-171.4,0.0,"[6888,0,0,0,5787,370486]",pos463-0-buildingData-100
319.4,131.0,1118.8,2.4,-48.3,-0.0,"[5983,0,0,0,11043,366135]",pos463-1-buildingData-100
319.4,171.0,1118.8,-3.6,31.9,0.0,"[24295,0,0,0,21054,337812]",pos463-0-buildingData-140
319.4,171.0,1118.8,-0.2,-128.4,-0.0,"[77084,0,0,1,45241,260835]",pos463-1-buildingData-140
319.4,231.0,1118.8,-3.6,162.7,-0.0,"[0,0,0,0,1216,381945]",pos463-0-buildingData-200
319.4,231.0,1118.8,3.2,-179.8,0.0,"[0,0,0,0,5,383156]",pos463-1-buildingData-200
