x,y,z,xh,yh,zh,f_xyz,image_name
295.8,53.8,870.0,2.1,-123.1,0.0,"[29973,0,0,0,4368,348820]",pos409-0-buildingData-20
295.8,53.8,870.0,4.9,-85.2,-0.0,"[18190,0,0,0,17464,347507]",pos409-1-buildingData-20
295.8,93.8,870.0,-4.4,-58.1,0.0,"[7850,0,0,0,4755,370556]",pos409-0-buildingData-60
295.8,93.8,870.0,-4.3,153.0,-0.0,"[4017,0,0,0,0,379144]",pos409-1-buildingData-60
295.8,133.8,870.0,-1.3,111.9,0.0,"[0,0,0,0,0,383161]",pos409-0-buildingData-100
295.8,133.8,870.0,-3.1,125.4,0.0,"[2,0,0,0,0,383159]",pos409-1-buildingData-100
295.8,173.8,870.0,-3.2,-51.1,0.0,"[6311,0,0,0,1558,375292]",pos409-0-buildingData-140
295.8,173.8,870.0,-2.8,-61.2,-0.0,"[17505,0,0,0,7549,358107]",pos409-1-buildingData-140
295.8,233.8,870.0,-1.3,142.9,0.0,"[196,0,0,0,0,382965]",pos409-0-buildingData-200
295.8,233.8,870.0,-1.5,-48.6,0.0,"[4829,0,0,0,1872,376460]",pos409-1-buildingData-200
