,x,y,z,xh,yh,zh,f_xyz,image_name
0,85.0,54.3,241.4,3.2,-44.6,0.0,"[24715,0,0,0,271292,87154]",pos967-0-buildingData-20
1,85.0,54.3,241.4,-2.0,32.9,0.0,"[212183,0,0,0,90438,80540]",pos967-1-buildingData-20
2,85.0,94.3,241.4,4.3,118.1,0.0,"[0,0,0,0,0,383161]",pos967-0-buildingData-60
3,85.0,94.3,241.4,-5.0,106.9,0.0,"[0,0,0,0,0,383161]",pos967-1-buildingData-60
4,85.0,134.3,241.4,0.8,116.3,-0.0,"[0,0,0,0,0,383161]",pos967-0-buildingData-100
5,85.0,134.3,241.4,-4.5,-77.6,-0.0,"[209408,0,0,0,580,173173]",pos967-1-buildingData-100
6,85.0,174.3,241.4,-2.0,-13.2,0.0,"[0,0,0,0,0,383161]",pos967-0-buildingData-140
7,85.0,174.3,241.4,-3.4,-112.4,0.0,"[21662,0,0,0,28774,332725]",pos967-1-buildingData-140
8,85.0,234.3,241.4,-1.1,-153.8,0.0,"[25701,0,0,0,16392,341068]",pos967-0-buildingData-200
9,85.0,234.3,241.4,2.7,74.0,-0.0,"[0,0,0,0,0,383161]",pos967-1-buildingData-200
0,500.5,49.0,387.9,-4.3,-85.0,0.0,"[9331,0,0,0,6385,367445]",pos41-0-buildingData-20
1,500.5,49.0,387.9,-0.5,127.4,0.0,"[8309,0,0,0,7486,367366]",pos41-1-buildingData-20
2,500.5,89.0,387.9,2.5,30.5,0.0,"[113816,0,0,0,0,269345]",pos41-0-buildingData-60
3,500.5,89.0,387.9,-0.1,-93.8,-0.0,"[19278,0,0,0,15704,348179]",pos41-1-buildingData-60
4,500.5,129.0,387.9,-2.4,-85.1,-0.0,"[18210,0,0,0,13870,351081]",pos41-0-buildingData-100
5,500.5,129.0,387.9,4.2,-117.1,0.0,"[27683,0,0,0,47008,308470]",pos41-1-buildingData-100
6,500.5,169.0,387.9,-1.5,46.6,0.0,"[86485,0,0,0,10213,286463]",pos41-0-buildingData-140
7,500.5,169.0,387.9,2.2,88.1,0.0,"[10395,0,0,0,18377,354389]",pos41-1-buildingData-140
8,500.5,229.0,387.9,-2.6,-119.1,0.0,"[44255,0,0,0,73347,265559]",pos41-0-buildingData-200
9,500.5,229.0,387.9,-2.9,-161.0,0.0,"[55693,0,0,0,35306,292162]",pos41-1-buildingData-200
0,2683.6,10.0,743.8,3.1,102.8,0.0,"[51167,0,0,0,23922,308072]",pos863-0-buildingData-20
1,2683.6,10.0,743.8,-2.0,-118.0,0.0,"[0,0,0,0,0,383161]",pos863-1-buildingData-20
2,2683.6,48.8,743.8,-1.4,167.8,0.0,"[9930,0,0,0,8001,365230]",pos863-0-buildingData-60
3,2683.6,48.8,743.8,4.9,38.4,0.0,"[24355,0,0,0,472,358334]",pos863-1-buildingData-60
4,2683.6,88.8,743.8,-0.9,-126.2,0.0,"[0,0,0,0,0,383161]",pos863-0-buildingData-100
5,2683.6,88.8,743.8,-0.9,-71.6,0.0,"[0,0,0,0,0,383161]",pos863-1-buildingData-100
6,2683.6,128.8,743.8,-4.8,-90.2,-0.0,"[0,0,0,0,0,383161]",pos863-0-buildingData-140
7,2683.6,128.8,743.8,-4.8,58.1,0.0,"[99080,0,0,0,15882,268199]",pos863-1-buildingData-140
8,2683.6,188.8,743.8,-3.7,105.5,-0.0,"[101490,0,0,0,90447,191224]",pos863-0-buildingData-200
9,2683.6,188.8,743.8,4.2,17.9,-0.0,"[0,0,0,0,0,383161]",pos863-1-buildingData-200
0,7.5,55.4,7.7,-4.3,-122.6,0.0,"[155428,0,0,0,8132,219601]",pos961-0-buildingData-20
1,7.5,55.4,7.7,4.6,112.2,0.0,"[0,0,0,0,0,383161]",pos961-1-buildingData-20
2,7.5,95.4,7.7,0.1,169.5,0.0,"[32344,0,0,0,3206,347611]",pos961-0-buildingData-60
3,7.5,95.4,7.7,2.6,88.6,0.0,"[0,0,0,0,0,383161]",pos961-1-buildingData-60
4,7.5,135.4,7.7,4.2,131.5,0.0,"[0,0,0,0,0,383161]",pos961-0-buildingData-100
5,7.5,135.4,7.7,0.5,106.6,0.0,"[0,0,0,0,0,383161]",pos961-1-buildingData-100
6,7.5,175.4,7.7,2.6,101.3,0.0,"[0,0,0,0,0,383161]",pos961-0-buildingData-140
7,7.5,175.4,7.7,-1.9,164.7,0.0,"[5636,0,0,0,2162,375363]",pos961-1-buildingData-140
8,7.5,235.4,7.7,-3.9,126.2,0.0,"[0,0,0,0,0,383161]",pos961-0-buildingData-200
9,7.5,235.4,7.7,-4.8,-34.6,0.0,"[0,0,0,0,0,383161]",pos961-1-buildingData-200
0,2270.4,23.0,999.2,3.2,-71.0,0.0,"[0,0,0,0,0,383161]",pos806-0-buildingData-20
1,2270.4,23.0,999.2,-4.7,-139.8,-0.0,"[22915,0,0,0,1403,358843]",pos806-1-buildingData-20
2,2270.4,63.0,999.2,-0.9,-32.0,0.0,"[20001,0,0,0,0,363160]",pos806-0-buildingData-60
3,2270.4,63.0,999.2,0.4,-177.1,0.0,"[199651,0,0,0,90071,93439]",pos806-1-buildingData-60
4,2270.4,103.0,999.2,-3.0,-87.8,0.0,"[0,0,0,0,0,383161]",pos806-0-buildingData-100
5,2270.4,103.0,999.2,-2.9,5.9,0.0,"[97946,0,0,1,20266,264948]",pos806-1-buildingData-100
6,2270.4,143.0,999.2,-0.2,12.8,0.0,"[84924,0,0,0,1302,296935]",pos806-0-buildingData-140
7,2270.4,143.0,999.2,2.3,-55.1,-0.0,"[0,0,0,0,0,383161]",pos806-1-buildingData-140
8,2270.4,203.0,999.2,-4.2,179.7,-0.0,"[44222,0,0,0,63534,275405]",pos806-0-buildingData-200
9,2270.4,203.0,999.2,4.9,32.7,-0.0,"[23372,0,0,0,8530,351259]",pos806-1-buildingData-200
0,766.5,49.0,767.1,-0.9,94.5,0.0,"[65,0,0,0,2422,380674]",pos1330-0-buildingData-20
1,766.5,49.0,767.1,-4.5,-143.8,-0.0,"[44518,0,0,0,29079,309564]",pos1330-1-buildingData-20
2,766.5,89.0,767.1,-4.9,-2.2,-0.0,"[0,0,0,0,0,383161]",pos1330-0-buildingData-60
3,766.5,89.0,767.1,2.4,139.5,0.0,"[2231,0,0,0,241,380689]",pos1330-1-buildingData-60
4,766.5,129.0,767.1,4.5,-174.6,0.0,"[68557,0,0,0,49878,264726]",pos1330-0-buildingData-100
5,766.5,129.0,767.1,3.0,-19.4,0.0,"[0,0,0,0,0,383161]",pos1330-1-buildingData-100
6,766.5,169.0,767.1,-3.2,-173.0,0.0,"[98802,0,0,0,72534,211825]",pos1330-0-buildingData-140
7,766.5,169.0,767.1,3.2,-67.9,-0.0,"[52028,0,0,0,50957,280176]",pos1330-1-buildingData-140
8,766.5,229.0,767.1,-4.9,-86.6,0.0,"[74082,0,0,0,102169,206910]",pos1330-0-buildingData-200
9,766.5,229.0,767.1,0.5,-38.7,0.0,"[8579,0,0,0,6161,368421]",pos1330-1-buildingData-200
0,1259.2,46.0,1330.7,1.7,-107.0,-0.0,"[265791,0,0,0,28649,88721]",pos1879-0-buildingData-20
1,1259.2,46.0,1330.7,-4.5,157.4,-0.0,"[64550,0,0,6,152224,166381]",pos1879-1-buildingData-20
