x,y,z,xh,yh,zh,f_xyz,image_name
2364.921212402344,272.31258893012983,753.4552880859376,-61.38217774353352,87.11027521557946,61.35151506195895,"[182583,14877,341,508,1920,21328,296834,9]",pos611-3-visibility-270
2987.617313232422,58.71982955932596,968.6032162109376,-178.77982944223078,80.65230323551164,178.79602747504927,"[110268,134255,2464,537,52288,13101,205471,16]",pos950-1-visibility-70
2858.6969946289064,258.8372602462767,705.9596920410156,179.21886561881524,74.09527607434394,-179.24876494847788,"[186324,505,206,185,366,6502,324310,2]",pos917-0-visibility-270
2282.723095458984,74.12896013259859,1293.3691977539063,4.7850029305636985,66.68813500508298,-4.395975351057803,"[375438,0,853,304,2125,7013,132635,32]",pos816-4-visibility-70
54.92488408300781,295.17715072631813,1106.6342913085937,-18.813815973463345,-8.754484446484586,-2.9683748841431408,"[136479,1303,11043,7624,36766,111227,213826,132]",pos347-5-visibility-270
2842.830998535156,159.35991954803427,1814.3880051269527,-14.068728256182442,79.13008903328398,13.826074160976493,"[154012,16167,20079,4266,14936,63970,244952,18]",pos2003-1-visibility-170
1270.9109926757812,48.750499725341584,959.4476982666016,152.353184807937,58.4953931514084,-155.93374669059872,"[518272,0,0,0,0,0,128,0]",pos1805-0-visibility-20
1657.658193725586,195.4683208465575,545.7677958496095,-140.13923622955238,76.66565341294157,140.9076304475234,"[208204,46359,373,1508,3729,53451,204757,19]",pos242-2-visibility-170
263.8704526367188,37.648519515990834,1693.8903168945312,4.913554809300748,4.006376653829371,-0.3441376960252313,"[9365,0,334,17343,129750,63885,297722,1]",pos1360-4-visibility-20
2847.9819067382814,258.8112697601317,639.5486050048828,-141.69379120185678,87.43144424392801,141.72180200046358,"[193253,5140,1973,1391,2364,10127,304136,16]",pos908-3-visibility-270
1177.352796875,245.2342090606686,1482.704694946289,-3.3676703483372865,29.98734204807165,1.6846461837159312,"[72248,63859,1271,2123,6230,60555,312106,8]",pos1868-3-visibility-220
947.9780018066406,253.32341003417952,843.6775947265625,-56.82055823977827,42.215764818942525,45.78022334804626,"[5861,447822,1720,5215,15362,42402,0,18]",pos1236-2-visibility-220
2369.569686767578,209.36781024932824,1801.5431083984372,-20.619960616719798,76.39312937708173,20.088073064809358,"[244243,13,3142,1317,1233,22379,246031,42]",pos1661-1-visibility-220
2980.5134020996093,172.9508979320522,1885.9793137207032,-13.60615534766728,78.10175033587805,13.324364942873403,"[131796,72444,13618,2429,10462,39668,247976,7]",pos2035-1-visibility-170
2355.8397915039063,172.6825530529021,534.8247949218751,171.33131480452752,83.62737105782006,-171.38407184273322,"[198424,3964,121,382,583,9127,305798,1]",pos588-3-visibility-170
2898.6617016601563,10.0,1445.86339765625,14.6449643876002,70.74631227610688,-13.858289816107993,"[88966,172867,466,201,5481,12554,237840,25]",pos1174-3-visibility-20
2223.397796508789,30.92813014984092,1761.8983024902343,0.7947261034014574,56.16646494948313,-0.6601592991199274,"[348151,0,18847,8082,809,83755,58710,46]",pos1587-5-visibility-20
2859.5756884765624,172.31181693077048,1788.6653946533204,13.116324841624015,79.867956161381,-12.918689005835564,"[163162,3,1536,515,148,31266,321751,19]",pos1940-0-visibility-170
1112.5332031860353,253.29578018188465,605.7550034179687,-42.90226088544682,72.38448163307278,41.53302603236114,"[47824,181540,1097,3041,8397,52425,224065,11]",pos113-5-visibility-220
2522.800571289062,208.67107009887675,990.3203182617189,-1.7973804551132435,81.21936638420642,1.776328795196693,"[201470,2827,430,481,1178,12916,299095,3]",pos841-3-visibility-220
213.7843201181641,108.25033187866195,690.7292009765625,7.82665170604685,7.760992428768813,-1.0634203812461112,"[129023,0,0,0,0,0,389377,0]",pos470-4-visibility-70
2089.371499267578,274.6259150505065,391.866958770752,-167.1678496456828,57.52946291143672,169.121832963258,"[243957,3626,302,658,2655,20482,246707,13]",pos558-1-visibility-270
2566.26057800293,172.0491108894347,568.9581051269531,-6.909235753343871,85.62234277235177,6.889272705347774,"[189134,1391,2914,2398,5429,10802,306301,31]",pos822-4-visibility-170
783.6775142578125,242.2925701141354,1556.252193847656,-47.16996626676597,47.25283795234508,38.38623356591635,"[27786,6040,21834,21018,181929,242028,17738,27]",pos2122-1-visibility-220
1726.8692963867188,85.73987960815391,1703.3078869628907,-6.26964349666245,75.0642172335987,6.059428574026594,"[284105,0,2185,1277,4512,25289,200934,98]",pos2048-1-visibility-70
621.6271030639648,303.622001647949,890.5749946289062,-16.96499816398404,40.4978346829532,11.205973453056608,"[108677,1816,7277,6183,28683,67173,298482,109]",pos1310-4-visibility-270
507.0455625,89.17024040222131,1623.7797211914062,-9.055152293212895,1.621547937549187,0.2583919980681597,"[36582,1294,715,10716,121048,211139,136905,1]",pos1452-1-visibility-70
1777.3201047363282,186.7801208496093,358.20474653320315,177.87210482081167,71.17418165318377,-177.9858424104184,"[117199,34334,11,772,2275,35932,327875,2]",pos256-3-visibility-170
1621.5710965576172,189.90773963928217,283.52610998229983,175.9187815609666,45.627843599695936,-177.0802795558014,"[117577,11498,80,550,2251,27335,359107,2]",pos299-0-visibility-170
1239.848202758789,251.4233093261717,773.0420090270997,-161.5846034050328,49.24487923086971,165.84437275253177,"[179651,1707,5228,4595,22077,80237,224874,31]",pos1785-1-visibility-220
779.1458125488282,198.97891998291,685.4792892382812,174.308329339655,21.855690146334958,-177.87513845856762,"[19059,1037,267,1842,11387,28198,456609,1]",pos73-0-visibility-170
1013.856379562378,202.8226890563963,789.1718803955079,-7.482600413006772,64.27414999607659,6.748144398996502,"[46695,86715,580,2871,8366,61929,311225,19]",pos1770-4-visibility-170
1367.398490966797,194.5015792846679,296.5303024902344,179.24541089273586,56.65056492063321,-179.36965553861592,"[6909,93349,180,2003,6830,65005,344124,0]",pos147-3-visibility-170
2980.5134020996093,72.9508979320522,1885.9793137207032,-0.8771881196059591,61.90716786267453,0.7738562958289865,"[84998,165306,7152,922,10711,24485,224818,8]",pos2035-5-visibility-70
1750.283697265625,40.03749084472644,550.9053996093751,164.5908121762357,55.54238889496052,-167.19643857952488,"[278223,0,0,0,0,28470,211707,0]",pos320-0-visibility-20
1184.3392928466797,95.83089065551724,1453.4445936279296,-2.460795264368677,43.48268363684517,1.693908404206387,"[280193,0,0,0,0,13178,225029,0]",pos1869-5-visibility-70
758.1684047607422,245.74187088012667,1262.686016479492,-120.50287057442536,48.65285086089081,128.12231257948383,"[68779,2191,10527,24664,223785,183005,5442,7]",pos2108-1-visibility-220
2255.896606323242,259.67996025085404,1999.326128417969,-18.64808104665299,69.5214731643874,17.544068110619694,"[212177,24,4811,2425,3469,25302,270158,34]",pos1652-1-visibility-270
1864.317813232422,131.5965003967281,1909.8770703125,3.273719361807642,43.36423779295692,-2.249139969030106,"[212685,0,722,458,941,7418,296134,42]",pos2067-3-visibility-120
1259.1032028808595,294.8905296325683,334.49099584960936,-166.79283366126631,35.30656850435478,172.27590839456937,"[94818,69055,7953,5452,19746,87892,233447,37]",pos144-1-visibility-270
