x,y,z,xh,yh,zh,f_xyz,image_name
2490.0,10.0,941.2,-1.1,70.3,0.0,"[84127,0,449,0,234474,20321,43760,30]",pos680-0-visibility-5
2492.7,10.0,940.5,4.4,-27.1,0.0,"[0,0,0,0,146831,5525,230798,7]",pos680-1-visibility-5
2490.9,10.0,937.5,-1.6,0.2,-0.0,"[25468,1657,143,0,214668,11014,130134,77]",pos680-0-visibility-10
2491.8,10.0,936.8,0.2,138.6,0.0,"[99612,717,3,15,197472,23612,61700,30]",pos680-1-visibility-10
2495.7,10.0,940.4,-0.6,-75.8,0.0,"[0,192000,0,0,516,0,190645,0]",pos680-0-visibility-15
2487.4,10.0,935.7,1.5,-131.4,-0.0,"[2146,167447,0,0,6872,795,205900,1]",pos680-1-visibility-15
2493.0,13.6,933.8,2.7,132.7,0.0,"[131786,117348,3721,778,15430,28442,85628,28]",pos680-0-visibility-25
2490.4,13.6,933.9,4.0,-38.9,-0.0,"[0,130890,34,0,1543,1104,249590,0]",pos680-1-visibility-25
2492.2,33.6,939.3,-2.0,157.8,-0.0,"[102861,110906,1031,140,4889,22510,140824,0]",pos680-0-visibility-45
2493.7,33.6,934.2,-3.3,-110.2,0.0,"[0,170242,0,0,15622,804,196493,0]",pos680-1-visibility-45
2495.8,58.6,936.4,2.5,-129.2,-0.0,"[1544,93399,50,58,14091,1285,272733,1]",pos680-0-visibility-70
2489.3,58.6,937.3,1.4,-140.6,-0.0,"[5061,120612,56,70,8804,3083,245474,1]",pos680-1-visibility-70
2489.8,108.6,940.0,-2.7,-134.1,-0.0,"[5718,117092,163,126,6681,811,252569,1]",pos680-0-visibility-120
2491.1,108.6,933.5,-2.3,-154.8,0.0,"[6879,141056,160,137,5708,3492,225725,4]",pos680-1-visibility-120
2495.5,158.6,937.1,3.0,69.4,-0.0,"[123246,373,4230,1115,571,7076,246526,24]",pos680-0-visibility-170
2494.8,158.6,936.7,-4.6,154.6,0.0,"[122175,1931,8510,2465,13941,41437,192653,49]",pos680-1-visibility-170
2490.5,208.6,942.2,2.6,158.9,0.0,"[57167,8107,963,379,112,11200,305222,11]",pos680-0-visibility-220
2493.4,208.6,932.6,3.0,116.9,-0.0,"[113314,0,227,121,319,4863,264310,7]",pos680-1-visibility-220
2491.3,258.6,936.1,-2.6,-117.9,0.0,"[0,0,0,0,0,0,383161,0]",pos680-0-visibility-270
2491.0,258.6,942.5,0.2,-28.4,0.0,"[0,0,0,0,0,0,383161,0]",pos680-1-visibility-270
