x,y,z,xh,yh,zh,f_xyz,image_name
1298.4,18.8,1777.6,-3.2,-105.8,0.0,"[155924,0,0,0,78451,148786,0,0]",pos1912-0-visibility-5
1307.0,18.8,1772.2,1.3,-18.6,-0.0,"[383161,0,0,0,0,0,0,0]",pos1912-1-visibility-5
1301.7,23.8,1770.3,0.7,120.7,-0.0,"[383093,0,0,0,0,68,0,0]",pos1912-0-visibility-10
1305.6,23.8,1769.4,-0.9,-70.5,0.0,"[383161,0,0,0,0,0,0,0]",pos1912-1-visibility-10
1298.8,28.8,1775.4,-0.0,9.5,-0.0,"[327952,0,5867,8994,4357,35991,0,0]",pos1912-0-visibility-15
1299.9,28.8,1770.8,-0.6,-132.3,-0.0,"[361475,0,0,0,21686,0,0,0]",pos1912-1-visibility-15
1305.8,38.8,1774.5,4.7,-164.2,0.0,"[383161,0,0,0,0,0,0,0]",pos1912-0-visibility-25
1299.4,38.8,1774.7,-4.2,-64.5,-0.0,"[383161,0,0,0,0,0,0,0]",pos1912-1-visibility-25
1306.3,58.8,1770.4,-4.6,-1.8,0.0,"[381281,0,0,0,0,0,1880,0]",pos1912-0-visibility-45
1302.1,58.8,1777.4,-3.2,-2.4,0.0,"[377468,0,0,0,0,0,5693,0]",pos1912-1-visibility-45
1304.4,83.8,1777.8,-4.1,-127.3,0.0,"[214723,0,0,0,0,0,168438,0]",pos1912-0-visibility-70
1301.8,83.8,1771.4,-2.8,-151.3,-0.0,"[53674,0,0,0,0,0,329487,0]",pos1912-1-visibility-70
1304.4,133.8,1777.7,0.2,105.5,0.0,"[87463,0,16,7,1,1034,294640,0]",pos1912-0-visibility-120
1302.1,133.8,1773.6,0.8,-18.2,0.0,"[195218,0,295,118,9,1766,185748,7]",pos1912-1-visibility-120
1306.9,183.8,1776.2,-1.5,49.3,0.0,"[123120,960,1812,942,3822,33920,218574,11]",pos1912-0-visibility-170
1297.4,183.8,1776.9,2.7,-136.7,0.0,"[0,0,0,0,0,0,383161,0]",pos1912-1-visibility-170
1299.7,233.8,1773.8,-3.8,96.5,0.0,"[46484,592,3,358,2876,2090,330758,0]",pos1912-0-visibility-220
1305.5,233.8,1770.6,-0.7,-85.5,0.0,"[90479,18983,31,105,2037,5885,265639,2]",pos1912-1-visibility-220
1302.4,283.8,1771.9,1.2,-145.1,0.0,"[0,0,0,0,0,0,383161,0]",pos1912-0-visibility-270
1307.0,283.8,1774.9,3.2,-17.1,0.0,"[70143,0,60,39,33,505,312380,1]",pos1912-1-visibility-270
