x,y,z,xh,yh,zh,f_xyz,image_name
713.7,40.7,219.0,-0.2,-20.8,-0.0,"[0,0,0,12660,120397,247637,2467,0]",pos23-0-visibility-5
709.6,40.7,223.2,-4.0,-151.6,0.0,"[40480,227498,0,868,1370,17488,95449,8]",pos23-1-visibility-5
711.7,45.7,222.3,4.1,146.0,-0.0,"[267,133715,29,809,2756,22338,223247,0]",pos23-0-visibility-10
711.7,45.7,218.6,1.2,151.7,0.0,"[269,165657,29,618,2742,21288,192556,2]",pos23-1-visibility-10
709.0,50.7,219.3,-1.1,125.6,0.0,"[19688,176539,33,1264,3285,28404,153948,0]",pos23-0-visibility-15
715.4,50.7,221.1,-2.4,170.9,0.0,"[9425,199564,0,539,1936,18351,153346,0]",pos23-1-visibility-15
709.1,60.7,219.7,-2.9,-73.4,-0.0,"[0,61123,0,1180,1072,110909,208877,0]",pos23-0-visibility-25
715.5,60.7,218.8,-0.2,-100.7,0.0,"[26288,156872,0,1082,1672,20028,177219,0]",pos23-1-visibility-25
713.0,80.7,222.3,3.8,-127.6,-0.0,"[62790,91861,412,1967,2526,21751,201848,6]",pos23-0-visibility-45
706.8,80.7,219.5,-0.7,-124.0,-0.0,"[59407,140365,266,1859,2581,21880,156799,4]",pos23-1-visibility-45
715.4,105.7,218.8,1.2,79.3,-0.0,"[86099,0,174,1596,5958,72330,217003,1]",pos23-0-visibility-70
708.0,105.7,217.4,-2.0,169.6,-0.0,"[17034,132750,57,1217,4394,39080,188629,0]",pos23-1-visibility-70
712.2,155.7,218.8,-4.3,-141.0,0.0,"[96045,93888,277,3395,4059,27243,158236,18]",pos23-0-visibility-120
711.2,155.7,223.7,4.6,34.7,-0.0,"[0,0,0,0,0,0,383161,0]",pos23-1-visibility-120
711.2,205.7,223.6,2.2,41.2,0.0,"[0,0,0,0,0,0,383161,0]",pos23-0-visibility-170
713.2,205.7,219.8,1.6,93.1,0.0,"[57213,0,133,85,7,1901,323819,3]",pos23-1-visibility-170
710.4,255.7,220.3,-0.4,22.0,0.0,"[0,0,0,0,0,0,383161,0]",pos23-0-visibility-220
713.7,255.7,223.2,1.3,25.5,0.0,"[0,0,0,0,0,0,383161,0]",pos23-1-visibility-220
709.3,305.7,217.4,4.8,-105.5,0.0,"[36250,7643,714,263,1425,1040,335816,10]",pos23-0-visibility-270
706.7,305.7,217.0,2.0,-1.3,-0.0,"[0,0,0,0,0,0,383161,0]",pos23-1-visibility-270
