x,y,z,xh,yh,zh,f_xyz,image_name
2576.8,10.0,879.9,4.8,-36.2,0.0,"[0,0,0,0,134128,0,249033,0]",pos843-0-visibility-5
2572.0,10.0,883.6,-1.7,-114.2,0.0,"[0,0,0,0,222154,619,160388,0]",pos843-1-visibility-5
2574.0,10.0,881.0,4.7,20.1,-0.0,"[38288,884,83,0,149524,10234,184044,104]",pos843-0-visibility-10
2574.0,10.0,886.2,0.8,-27.0,0.0,"[0,1117,0,0,174029,1752,206244,19]",pos843-1-visibility-10
2575.6,10.0,886.1,-3.9,-66.1,0.0,"[0,224937,0,0,2020,1020,155184,0]",pos843-0-visibility-15
2577.6,10.0,880.5,4.2,151.3,-0.0,"[52882,137105,273,174,3523,10123,179048,33]",pos843-1-visibility-15
2572.4,13.7,888.9,-3.5,57.3,0.0,"[79197,188609,5882,1029,14908,16048,77230,258]",pos843-0-visibility-25
2575.7,13.7,883.3,-3.0,115.6,0.0,"[117349,189594,3139,988,11699,15668,44706,18]",pos843-1-visibility-25
2580.5,33.7,882.7,-3.3,147.5,-0.0,"[87969,159196,1378,233,4802,17929,111643,11]",pos843-0-visibility-45
2575.4,33.7,886.6,-2.3,14.2,0.0,"[26331,132296,7584,1686,19045,9849,186263,107]",pos843-1-visibility-45
2571.8,58.7,885.9,1.4,6.5,-0.0,"[18206,39585,9929,2171,25729,12934,274508,99]",pos843-0-visibility-70
2575.6,58.7,882.1,-4.1,-110.1,0.0,"[0,130296,0,0,22673,0,230192,0]",pos843-1-visibility-70
2578.5,108.7,879.5,4.4,-143.0,0.0,"[6442,37631,159,138,4790,2036,331962,3]",pos843-0-visibility-120
2572.4,108.7,888.5,-2.7,38.2,0.0,"[96470,0,9590,5721,22875,10667,237680,158]",pos843-1-visibility-120
2575.2,158.7,884.3,-2.9,87.9,-0.0,"[200520,334,2817,1652,562,5583,171635,58]",pos843-0-visibility-170
2571.8,158.7,879.5,-4.1,20.5,0.0,"[34062,0,2399,2158,10068,633,333833,8]",pos843-1-visibility-170
2573.4,208.7,884.9,-1.5,-5.0,0.0,"[0,0,0,0,0,0,383161,0]",pos843-0-visibility-220
2572.3,208.7,879.4,-3.7,-53.6,0.0,"[0,2,0,0,0,22,383137,0]",pos843-1-visibility-220
2575.8,258.7,885.9,-2.9,20.1,0.0,"[0,0,0,0,0,0,383161,0]",pos843-0-visibility-270
2578.4,258.7,879.2,3.1,-11.7,0.0,"[0,0,0,0,0,0,383161,0]",pos843-1-visibility-270
