x,y,z,xh,yh,zh,f_xyz,image_name
1747.2,21.2,1034.8,3.3,-160.9,0.0,"[337362,0,0,5085,2673,33996,4045,0]",pos1716-0-visibility-5
1742.3,21.2,1038.2,-4.5,135.4,0.0,"[383161,0,0,0,0,0,0,0]",pos1716-1-visibility-5
1747.1,26.2,1036.3,-2.4,-90.3,-0.0,"[3173,0,0,0,0,368059,11929,0]",pos1716-0-visibility-10
1743.8,26.2,1032.8,1.5,-49.1,0.0,"[49713,0,170,249,7059,314202,11768,0]",pos1716-1-visibility-10
1748.0,31.2,1033.0,4.8,-111.1,0.0,"[82521,0,0,0,0,141892,158748,0]",pos1716-0-visibility-15
1748.8,31.2,1034.0,-2.3,165.0,0.0,"[377386,0,0,0,0,0,5775,0]",pos1716-1-visibility-15
1748.1,41.2,1035.1,0.7,6.7,0.0,"[383161,0,0,0,0,0,0,0]",pos1716-0-visibility-25
1742.7,41.2,1038.8,1.5,125.0,0.0,"[347026,0,0,0,0,13500,22635,0]",pos1716-1-visibility-25
1744.0,61.2,1036.6,2.7,-178.7,0.0,"[188881,0,257,377,348,19609,173624,65]",pos1716-0-visibility-45
1745.4,61.2,1037.4,-3.4,50.5,0.0,"[311777,7,13875,5703,4443,27005,20151,200]",pos1716-1-visibility-45
1743.3,86.2,1035.6,2.7,50.0,-0.0,"[320973,290,800,18,73,13145,47848,14]",pos1716-0-visibility-70
1751.2,86.2,1036.7,-1.5,100.9,0.0,"[319439,0,88,74,0,8154,55405,1]",pos1716-1-visibility-70
1743.0,136.2,1032.0,-4.5,176.5,0.0,"[208295,0,261,220,215,2721,171447,2]",pos1716-0-visibility-120
1749.5,136.2,1036.4,1.3,-153.3,0.0,"[148408,545,174,161,651,4458,228732,32]",pos1716-1-visibility-120
1743.2,186.2,1035.5,4.3,88.6,-0.0,"[81406,401,11,189,656,14709,285789,0]",pos1716-0-visibility-170
1744.6,186.2,1035.2,1.6,35.3,0.0,"[92466,4763,0,240,486,3023,282183,0]",pos1716-1-visibility-170
1749.8,236.2,1039.0,-1.2,-83.1,0.0,"[10201,75355,0,0,2763,232,294610,0]",pos1716-0-visibility-220
1751.3,236.2,1040.6,2.7,107.6,0.0,"[77693,226,0,394,2897,9034,292917,0]",pos1716-1-visibility-220
1745.4,286.2,1031.0,-4.3,136.0,0.0,"[117042,0,33,97,29,1843,264106,11]",pos1716-0-visibility-270
1748.9,286.2,1040.0,-3.4,18.5,-0.0,"[54242,0,150,50,1,1803,326913,2]",pos1716-1-visibility-270
