x,y,z,xh,yh,zh,f_xyz,image_name
233.7,35.0,509.1,-4.3,33.0,0.0,"[20617,0,8186,17000,180647,156683,0,28]",pos1077-0-visibility-5
234.8,35.0,515.8,2.3,-129.8,-0.0,"[3,0,1079,4959,158135,100082,118903,0]",pos1077-1-visibility-5
232.0,40.0,510.6,-0.8,170.9,0.0,"[0,0,243,3819,34320,325672,19107,0]",pos1077-0-visibility-10
235.3,40.0,508.8,4.9,130.9,-0.0,"[0,0,0,0,0,383161,0,0]",pos1077-1-visibility-10
231.3,45.0,515.9,3.4,-73.2,0.0,"[14,0,0,777,3212,207668,171490,0]",pos1077-0-visibility-15
236.3,45.0,510.4,0.4,-42.0,-0.0,"[0,0,163,273,1661,246495,134569,0]",pos1077-1-visibility-15
236.8,55.0,513.3,1.4,16.9,0.0,"[263509,0,0,0,0,119652,0,0]",pos1077-0-visibility-25
238.2,55.0,516.2,0.9,-143.5,0.0,"[21845,0,966,6612,27900,149456,176382,0]",pos1077-1-visibility-25
236.7,75.0,516.3,-5.0,77.7,0.0,"[383161,0,0,0,0,0,0,0]",pos1077-0-visibility-45
235.9,75.0,511.1,-1.1,-95.9,-0.0,"[34319,52531,686,1905,8917,123581,161218,4]",pos1077-1-visibility-45
231.7,100.0,517.1,4.3,65.0,-0.0,"[92704,0,0,0,0,878,289579,0]",pos1077-0-visibility-70
236.8,100.0,509.3,0.2,41.5,0.0,"[98956,0,0,0,0,11549,272652,4]",pos1077-1-visibility-70
237.8,150.0,513.2,-2.5,33.3,0.0,"[75991,0,992,300,11,5001,300857,9]",pos1077-0-visibility-120
233.0,150.0,508.4,-1.6,-45.6,0.0,"[0,35773,457,1753,8327,47862,288989,0]",pos1077-1-visibility-120
229.1,200.0,514.2,2.0,94.6,0.0,"[0,0,0,0,0,0,383161,0]",pos1077-0-visibility-170
234.7,200.0,516.2,-3.6,16.9,-0.0,"[52807,0,77,200,2144,3139,324794,0]",pos1077-1-visibility-170
231.2,250.0,516.3,2.9,-112.2,-0.0,"[98926,122,1288,454,519,13161,268665,26]",pos1077-0-visibility-220
234.1,250.0,508.9,0.0,25.5,0.0,"[0,0,0,0,0,0,383161,0]",pos1077-1-visibility-220
234.8,300.0,516.4,-0.0,146.1,0.0,"[0,0,0,0,0,0,383161,0]",pos1077-0-visibility-270
235.7,300.0,512.0,4.1,29.8,0.0,"[0,0,0,0,0,0,383161,0]",pos1077-1-visibility-270
