x,y,z,xh,yh,zh,f_xyz,image_name
1618.7,29.3,1015.3,4.6,30.1,-0.0,"[88860,0,35602,22057,8,236095,0,539]",pos1698-0-visibility-5
1611.9,29.3,1023.4,4.2,-28.0,-0.0,"[29581,0,45310,10854,15688,239199,42322,207]",pos1698-1-visibility-5
1617.7,34.3,1014.2,2.9,35.2,0.0,"[56678,0,0,0,0,316357,10126,0]",pos1698-0-visibility-10
1616.9,34.3,1019.7,-3.4,-99.6,0.0,"[383161,0,0,0,0,0,0,0]",pos1698-1-visibility-10
1619.7,39.3,1016.4,-3.5,-129.0,-0.0,"[383161,0,0,0,0,0,0,0]",pos1698-0-visibility-15
1611.0,39.3,1014.8,2.6,90.9,0.0,"[313448,0,0,0,0,69713,0,0]",pos1698-1-visibility-15
1613.5,49.3,1019.4,1.0,17.2,0.0,"[293159,0,0,0,0,11640,78362,0]",pos1698-0-visibility-25
1616.7,49.3,1019.2,1.5,17.2,-0.0,"[300313,0,0,0,0,10730,72118,0]",pos1698-1-visibility-25
1616.8,69.3,1021.5,2.1,-19.9,-0.0,"[231564,0,10641,189,177,23050,117521,19]",pos1698-0-visibility-45
1619.0,69.3,1013.7,-0.5,84.9,0.0,"[298048,0,3,5,0,2000,83105,0]",pos1698-1-visibility-45
1614.1,94.3,1021.9,-4.3,-42.0,-0.0,"[327149,0,13093,465,428,11501,30501,24]",pos1698-0-visibility-70
1612.2,94.3,1017.5,-3.6,63.8,-0.0,"[240951,0,537,1238,130,11371,128912,22]",pos1698-1-visibility-70
1613.1,144.3,1016.4,-2.1,164.2,0.0,"[306839,0,8360,1364,154,3883,62486,75]",pos1698-0-visibility-120
1612.4,144.3,1021.2,-4.3,-38.1,0.0,"[188186,0,7216,748,517,8723,177744,27]",pos1698-1-visibility-120
1612.6,194.3,1019.1,3.3,168.7,0.0,"[77322,0,339,129,22,1789,303555,5]",pos1698-0-visibility-170
1614.4,194.3,1015.4,4.3,129.6,0.0,"[93175,5,0,1,50,586,289344,0]",pos1698-1-visibility-170
1616.2,244.3,1018.7,4.0,158.1,0.0,"[31299,0,0,0,0,102,351760,0]",pos1698-0-visibility-220
1611.1,244.3,1017.6,-1.3,-179.5,-0.0,"[90463,0,324,221,21,2535,289595,2]",pos1698-1-visibility-220
1613.6,294.3,1014.3,0.5,-22.7,-0.0,"[909,0,0,0,0,0,382252,0]",pos1698-0-visibility-270
1618.4,294.3,1016.6,-4.2,112.1,0.0,"[108951,695,80,891,6661,16572,249305,6]",pos1698-1-visibility-270
