x,y,z,xh,yh,zh,f_xyz,image_name
2683.8,10.0,1357.7,3.9,77.3,0.0,"[73453,0,309,0,167574,20928,120897,0]",pos1115-0-visibility-5
2687.2,10.0,1362.1,2.8,-90.8,0.0,"[0,0,0,0,157741,0,225420,0]",pos1115-1-visibility-5
2681.8,10.0,1358.6,-3.4,-86.6,-0.0,"[0,0,0,0,210870,0,172291,0]",pos1115-0-visibility-10
2682.7,10.0,1364.6,3.2,17.9,0.0,"[19792,235,338,10,160860,4421,197466,39]",pos1115-1-visibility-10
2687.4,10.0,1359.0,1.7,-50.4,0.0,"[0,165224,0,0,54,0,217883,0]",pos1115-0-visibility-15
2682.4,10.0,1361.9,-2.2,38.7,-0.0,"[57212,207137,594,46,3410,3982,110756,24]",pos1115-1-visibility-15
2685.5,13.7,1363.7,-1.9,117.3,-0.0,"[61584,172531,1881,1273,22551,26446,96876,19]",pos1115-0-visibility-25
2687.5,13.7,1356.0,-3.5,163.4,0.0,"[10436,215138,0,127,3672,0,153788,0]",pos1115-1-visibility-25
2687.4,33.7,1363.8,3.0,49.2,0.0,"[96585,100563,1369,216,3529,9051,171825,23]",pos1115-0-visibility-45
2682.8,33.7,1356.8,-3.1,-40.2,0.0,"[0,176330,0,0,3236,0,203595,0]",pos1115-1-visibility-45
2687.9,58.7,1364.3,4.6,42.1,0.0,"[94507,53423,2671,523,5771,10133,216075,58]",pos1115-0-visibility-70
2682.1,58.7,1359.3,2.4,-145.8,0.0,"[27821,59760,551,516,16150,14796,263552,15]",pos1115-1-visibility-70
2679.6,108.7,1360.1,-3.1,7.9,-0.0,"[10963,137606,2275,528,6162,3502,222104,21]",pos1115-0-visibility-120
2687.1,108.7,1364.0,-0.0,-127.8,0.0,"[28647,0,1850,1479,7436,993,342735,21]",pos1115-1-visibility-120
2687.5,158.7,1362.2,-2.6,81.7,-0.0,"[180723,0,1038,1306,4657,16984,178437,16]",pos1115-0-visibility-170
2680.1,158.7,1358.4,-0.7,168.9,-0.0,"[17041,57389,0,873,10858,0,297000,0]",pos1115-1-visibility-170
2679.5,208.7,1362.7,3.4,-122.7,-0.0,"[0,0,0,0,0,0,383161,0]",pos1115-0-visibility-220
2683.5,208.7,1362.6,-2.2,34.5,0.0,"[84356,13460,10505,3198,13769,9075,248751,47]",pos1115-1-visibility-220
2687.0,258.7,1362.7,-1.9,-35.0,0.0,"[0,3190,0,0,294,376,379301,0]",pos1115-0-visibility-270
2684.2,258.7,1360.3,0.1,177.0,0.0,"[14609,0,0,0,0,0,368552,0]",pos1115-1-visibility-270
