x,y,z,xh,yh,zh,f_xyz,image_name
2053.6,24.1,542.9,-2.5,-71.0,0.0,"[277062,0,0,34,0,106065]",pos563-0-buildingData-20
2053.6,24.1,542.9,2.0,128.8,0.0,"[295176,0,0,0,87985,0]",pos563-1-buildingData-20
2053.6,64.1,542.9,0.9,-1.2,-0.0,"[11688,0,0,0,0,371473]",pos563-0-buildingData-60
2053.6,64.1,542.9,2.6,-158.6,0.0,"[125362,0,0,0,38789,219010]",pos563-1-buildingData-60
2053.6,104.1,542.9,-3.4,1.3,-0.0,"[0,0,0,0,0,383161]",pos563-0-buildingData-100
2053.6,104.1,542.9,-1.6,-67.8,0.0,"[62058,0,0,0,0,321103]",pos563-1-buildingData-100
2053.6,144.1,542.9,-2.1,30.0,-0.0,"[420,0,0,0,0,382741]",pos563-0-buildingData-140
2053.6,144.1,542.9,2.1,102.3,0.0,"[110210,0,0,0,32481,240470]",pos563-1-buildingData-140
2053.6,204.1,542.9,2.7,91.0,0.0,"[54591,0,0,0,31561,297009]",pos563-0-buildingData-200
2053.6,204.1,542.9,-3.3,-10.6,-0.0,"[0,0,0,0,0,383161]",pos563-1-buildingData-200
