x,y,z,xh,yh,zh,f_xyz,image_name
2770.8,10.0,2135.0,-0.7,-76.7,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-5
2770.9,10.0,2128.8,-3.7,-91.9,0.0,"[0,0,0,0,0,958441]",pos1995-1-buildingData-5
2775.9,10.0,2133.8,-1.9,-146.5,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-10
2768.7,10.0,2127.8,-3.1,-93.0,-0.0,"[0,0,0,0,0,958441]",pos1995-1-buildingData-10
2777.7,10.0,2128.5,-2.0,-106.0,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-15
2777.8,10.0,2135.9,-0.7,131.1,0.0,"[0,0,37609,0,0,920832]",pos1995-1-buildingData-15
2769.9,14.3,2132.0,2.9,152.9,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-25
2777.3,14.3,2130.3,-3.9,-40.6,0.0,"[0,0,31418,0,0,927023]",pos1995-1-buildingData-25
2776.5,34.3,2135.7,0.8,-74.0,-0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-45
2777.5,34.3,2137.4,-3.0,95.2,0.0,"[4681,0,244819,3194,0,705679]",pos1995-1-buildingData-45
2772.2,59.3,2136.1,-2.8,-150.0,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-70
2770.9,59.3,2133.7,1.6,60.5,0.0,"[18461,45133,154835,39078,0,699812]",pos1995-1-buildingData-70
2770.6,109.3,2133.6,4.5,107.7,-0.0,"[0,0,46755,0,0,911686]",pos1995-0-buildingData-120
2770.9,109.3,2136.2,3.3,30.4,-0.0,"[22374,20522,75084,42588,0,796337]",pos1995-1-buildingData-120
2774.2,159.3,2130.8,3.0,-113.1,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-170
2768.6,159.3,2128.0,0.3,95.7,-0.0,"[10528,844,23562,6925,0,916255]",pos1995-1-buildingData-170
2768.2,209.3,2137.2,4.3,137.6,0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-220
2771.9,209.3,2133.0,0.1,169.1,0.0,"[0,0,0,0,0,958441]",pos1995-1-buildingData-220
2777.8,259.3,2132.0,-2.5,-138.6,-0.0,"[0,0,0,0,0,958441]",pos1995-0-buildingData-270
2768.9,259.3,2134.9,-4.1,-12.8,-0.0,"[0,0,0,0,0,958441]",pos1995-1-buildingData-270
