x,y,z,xh,yh,zh,f_xyz,image_name
106.4,30.2,1494.0,-3.6,-158.1,0.0,"[0,0,3187,0,0,955254]",pos1458-0-buildingData-5
103.4,30.2,1497.4,4.7,-37.4,-0.0,"[0,0,3779,1068,0,953594]",pos1458-1-buildingData-5
103.7,35.2,1500.3,4.6,-131.1,0.0,"[14105,0,25059,7861,0,911416]",pos1458-0-buildingData-10
102.0,35.2,1501.5,1.3,129.0,0.0,"[0,0,0,0,0,958441]",pos1458-1-buildingData-10
105.3,40.2,1496.5,-3.2,102.1,-0.0,"[0,0,78719,0,0,879722]",pos1458-0-buildingData-15
101.0,40.2,1495.9,4.4,-157.3,0.0,"[0,0,16861,0,0,941580]",pos1458-1-buildingData-15
105.1,50.2,1499.3,4.6,58.1,0.0,"[0,0,0,0,0,958441]",pos1458-0-buildingData-25
101.3,50.2,1501.5,4.7,-166.8,0.0,"[0,0,0,0,0,958441]",pos1458-1-buildingData-25
105.8,70.2,1502.0,4.0,-173.5,0.0,"[0,0,0,0,0,958441]",pos1458-0-buildingData-45
106.2,70.2,1500.8,1.4,113.6,-0.0,"[0,0,0,0,0,958441]",pos1458-1-buildingData-45
102.5,95.2,1496.6,-4.5,-175.4,-0.0,"[0,0,0,0,0,958441]",pos1458-0-buildingData-70
101.0,95.2,1497.1,4.7,-135.1,0.0,"[6421,0,0,9848,0,942172]",pos1458-1-buildingData-70
102.6,145.2,1498.7,-3.4,164.9,-0.0,"[0,0,0,0,0,958441]",pos1458-0-buildingData-120
101.4,145.2,1495.4,-0.9,-156.9,0.0,"[0,0,0,0,0,958441]",pos1458-1-buildingData-120
107.0,195.2,1494.0,-0.5,-70.1,0.0,"[73101,63498,191026,41109,0,585246]",pos1458-0-buildingData-170
107.6,195.2,1500.9,3.7,132.9,0.0,"[0,0,0,0,0,958441]",pos1458-1-buildingData-170
105.5,245.2,1501.4,-1.9,-106.0,0.0,"[47539,52447,134344,48957,0,670540]",pos1458-0-buildingData-220
108.6,245.2,1496.5,-3.7,10.7,-0.0,"[12056,6900,42790,4224,0,891131]",pos1458-1-buildingData-220
103.6,295.2,1502.0,-4.3,88.0,0.0,"[0,0,0,0,0,958441]",pos1458-0-buildingData-270
108.3,295.2,1501.1,3.2,-35.8,0.0,"[7366,5571,9049,5559,0,930419]",pos1458-1-buildingData-270
