x,y,z,xh,yh,zh,f_xyz,image_name
331.6,34.9,397.0,-4.7,-150.2,-0.0,"[0,0,0,0,0,958441]",pos1000-0-buildingData-5
330.2,34.9,401.3,-3.6,152.9,0.0,"[692,0,10496,0,0,947221]",pos1000-1-buildingData-5
325.7,39.9,401.4,0.2,166.7,0.0,"[0,0,0,0,0,958441]",pos1000-0-buildingData-10
331.8,39.9,402.3,2.1,-78.7,0.0,"[0,0,0,0,0,958441]",pos1000-1-buildingData-10
326.5,44.9,399.0,5.0,62.7,-0.0,"[84396,0,421147,0,0,452097]",pos1000-0-buildingData-15
325.0,44.9,401.5,0.1,127.3,0.0,"[2881,52868,168319,1087,0,733149]",pos1000-1-buildingData-15
325.9,54.9,395.1,-3.4,130.1,-0.0,"[4152,63313,188283,2379,0,700079]",pos1000-0-buildingData-25
329.7,54.9,395.7,3.1,-33.6,0.0,"[0,0,0,0,0,958441]",pos1000-1-buildingData-25
324.1,74.9,398.7,-1.8,55.5,0.0,"[19961,1738,584692,10697,0,340877]",pos1000-0-buildingData-45
323.9,74.9,404.2,-4.1,70.1,0.0,"[439124,400,379708,2060,0,136246]",pos1000-1-buildingData-45
322.5,99.9,402.7,4.2,168.7,0.0,"[0,0,366,342,0,957733]",pos1000-0-buildingData-70
326.3,99.9,397.1,-2.2,-138.4,-0.0,"[32228,19430,53721,11650,0,839113]",pos1000-1-buildingData-70
323.3,149.9,399.4,4.1,11.3,-0.0,"[188178,0,0,0,0,770263]",pos1000-0-buildingData-120
324.9,149.9,402.4,3.4,-71.4,-0.0,"[4466,5605,1843,5506,0,940782]",pos1000-1-buildingData-120
323.4,199.9,398.6,-1.3,162.8,0.0,"[0,78,1789,497,0,956077]",pos1000-0-buildingData-170
324.6,199.9,397.9,5.0,52.9,0.0,"[0,0,0,0,0,958441]",pos1000-1-buildingData-170
323.1,249.9,397.3,4.5,156.0,-0.0,"[0,0,267,0,0,958174]",pos1000-0-buildingData-220
324.5,249.9,400.8,-0.0,-128.3,0.0,"[68025,49553,90566,48994,0,697522]",pos1000-1-buildingData-220
327.8,299.9,394.5,-0.3,-14.7,-0.0,"[0,0,0,0,0,958441]",pos1000-0-buildingData-270
321.9,299.9,399.1,2.8,84.8,0.0,"[0,0,0,0,0,958441]",pos1000-1-buildingData-270
