x,y,z,xh,yh,zh,f_xyz,image_name
2625.6,10.0,1651.2,-1.5,60.3,0.0,"[25933,12,73998,51268,0,806763]",pos1958-0-buildingData-5
2623.9,10.0,1646.9,4.6,-63.4,0.0,"[0,0,942,5842,0,951657]",pos1958-1-buildingData-5
2626.3,10.0,1651.8,-2.7,-10.1,-0.0,"[0,0,504,0,0,957937]",pos1958-0-buildingData-10
2619.0,10.0,1645.2,-3.2,97.1,0.0,"[2868,28270,22989,10108,0,894206]",pos1958-1-buildingData-10
2620.9,10.0,1650.6,-3.9,100.8,0.0,"[1267,59520,32921,6438,0,858295]",pos1958-0-buildingData-15
2622.5,10.0,1643.1,4.2,138.5,0.0,"[0,0,36909,5032,0,916500]",pos1958-1-buildingData-15
2624.6,13.8,1646.3,2.5,74.4,0.0,"[12598,22862,75568,70418,0,776969]",pos1958-0-buildingData-25
2626.2,13.8,1649.6,2.4,99.7,0.0,"[4424,63512,38913,13090,0,838455]",pos1958-1-buildingData-25
2621.6,33.8,1649.2,-4.1,43.3,0.0,"[51103,11689,156731,34184,0,703829]",pos1958-0-buildingData-45
2622.5,33.8,1645.1,-0.8,-85.3,-0.0,"[0,0,9313,43920,0,905208]",pos1958-1-buildingData-45
2627.0,58.8,1647.7,1.5,-133.2,-0.0,"[0,0,38070,0,0,920371]",pos1958-0-buildingData-70
2619.3,58.8,1650.3,1.3,106.6,-0.0,"[4614,68394,108392,27172,0,749614]",pos1958-1-buildingData-70
2622.9,108.8,1647.7,-1.1,133.9,0.0,"[0,24907,62103,8134,0,863297]",pos1958-0-buildingData-120
2626.5,108.8,1643.5,2.6,-86.5,0.0,"[0,0,10824,5699,0,941918]",pos1958-1-buildingData-120
2627.3,158.8,1647.7,-0.8,137.3,0.0,"[0,7926,50655,10052,0,889808]",pos1958-0-buildingData-170
2618.9,158.8,1650.1,3.7,4.5,-0.0,"[395,181,34374,151,0,923277]",pos1958-1-buildingData-170
2619.1,208.8,1644.7,0.8,121.1,0.0,"[9723,57705,62889,20728,0,806547]",pos1958-0-buildingData-220
2619.5,208.8,1651.7,4.2,-41.0,0.0,"[0,0,0,0,0,958441]",pos1958-1-buildingData-220
2619.0,258.8,1650.8,-2.8,-173.1,-0.0,"[0,0,60,0,0,958381]",pos1958-0-buildingData-270
2621.9,258.8,1651.7,-3.9,-153.8,0.0,"[0,0,0,0,0,958441]",pos1958-1-buildingData-270
