x,y,z,xh,yh,zh,f_xyz,image_name
1027.7,33.3,1445.7,-3.0,-81.4,0.0,"[0,119092,0,0,0,839349]",pos1853-0-buildingData-5
1025.0,33.3,1437.4,4.6,129.8,-0.0,"[0,0,0,0,0,958441]",pos1853-1-buildingData-5
1029.1,38.3,1442.8,3.3,-138.5,0.0,"[0,63464,6879,0,0,888098]",pos1853-0-buildingData-10
1028.7,38.3,1442.4,-0.8,-144.2,0.0,"[0,7963,17849,0,0,932629]",pos1853-1-buildingData-10
1022.9,43.3,1443.0,-3.7,-108.8,0.0,"[0,618199,16791,678,0,322773]",pos1853-0-buildingData-15
1029.4,43.3,1438.0,0.2,74.7,-0.0,"[722116,7847,52573,169,0,174114]",pos1853-1-buildingData-15
1021.9,53.3,1438.6,3.9,-15.8,0.0,"[23740,37374,440846,115978,0,337891]",pos1853-0-buildingData-25
1023.7,53.3,1446.8,-0.2,35.8,-0.0,"[958441,0,0,0,0,0]",pos1853-1-buildingData-25
1028.3,73.3,1440.2,-4.7,-175.2,-0.0,"[10666,204934,628894,8274,0,105673]",pos1853-0-buildingData-45
1028.0,73.3,1440.6,-4.8,-135.4,0.0,"[0,585057,366610,2086,0,4688]",pos1853-1-buildingData-45
1030.2,98.3,1440.6,4.4,138.7,-0.0,"[18507,79852,158242,33692,0,667511]",pos1853-0-buildingData-70
1027.2,98.3,1440.7,-1.8,23.2,0.0,"[154350,7287,244700,92225,0,457973]",pos1853-1-buildingData-70
1024.2,148.3,1446.1,2.9,-142.6,-0.0,"[13607,34228,82659,60761,0,766446]",pos1853-0-buildingData-120
1029.1,148.3,1437.7,4.1,154.5,0.0,"[14834,5772,50778,1307,0,885347]",pos1853-1-buildingData-120
1029.7,198.3,1444.0,-2.9,-11.8,0.0,"[75587,95638,75641,76815,0,632040]",pos1853-0-buildingData-170
1030.4,198.3,1444.9,3.9,-38.7,-0.0,"[69875,61060,72350,24387,0,727654]",pos1853-1-buildingData-170
1028.9,248.3,1437.7,-3.1,129.6,0.0,"[15322,7964,62660,186,0,872118]",pos1853-0-buildingData-220
1027.7,248.3,1438.8,4.1,-109.2,0.0,"[19530,40071,42845,39642,0,814984]",pos1853-1-buildingData-220
1024.2,298.3,1445.1,-0.6,-119.0,0.0,"[8755,28587,64848,38200,0,816083]",pos1853-0-buildingData-270
1027.5,298.3,1441.0,-3.0,88.2,-0.0,"[0,0,4884,213,0,953344]",pos1853-1-buildingData-270
