x,y,z,xh,yh,zh,f_xyz,image_name
1173.1,30.2,1486.9,-3.7,-48.4,-0.0,"[26094,339841,109612,481,0,481856]",pos1868-0-buildingData-5
1179.1,30.2,1486.6,-2.3,159.0,0.0,"[39747,786,291067,31563,0,595278]",pos1868-1-buildingData-5
1176.3,35.2,1481.1,-1.1,-132.3,-0.0,"[35923,0,15570,623622,0,283066]",pos1868-0-buildingData-10
1176.1,35.2,1478.5,4.7,-167.2,0.0,"[0,0,525584,280566,0,152291]",pos1868-1-buildingData-10
1174.5,40.2,1483.7,-3.5,-94.8,0.0,"[349237,171264,61325,17472,0,359143]",pos1868-0-buildingData-15
1182.0,40.2,1485.7,1.0,157.0,-0.0,"[85021,1509,490734,47218,0,333959]",pos1868-1-buildingData-15
1176.3,50.2,1485.1,1.4,159.5,0.0,"[97665,1498,528166,39775,0,291322]",pos1868-0-buildingData-25
1179.7,50.2,1480.3,2.6,-166.9,-0.0,"[40545,77518,271990,344169,0,223554]",pos1868-1-buildingData-25
1175.3,70.2,1483.6,3.2,-15.0,0.0,"[242526,164404,69106,31684,0,448526]",pos1868-0-buildingData-45
1173.4,70.2,1487.6,-4.7,78.3,0.0,"[135641,282235,311033,2525,0,226089]",pos1868-1-buildingData-45
1180.3,95.2,1482.9,-2.6,118.6,0.0,"[190543,58627,189492,126457,0,389946]",pos1868-0-buildingData-70
1174.0,95.2,1478.5,3.1,-31.4,-0.0,"[122444,176914,153689,19048,0,484612]",pos1868-1-buildingData-70
1177.4,145.2,1480.8,-0.2,-97.4,0.0,"[41111,75546,261349,61382,0,515353]",pos1868-0-buildingData-120
1175.6,145.2,1485.4,1.6,58.1,0.0,"[30438,27870,139905,24824,0,733841]",pos1868-1-buildingData-120
1175.7,195.2,1484.9,1.7,-144.9,-0.0,"[25,0,77348,13925,0,867131]",pos1868-0-buildingData-170
1180.4,195.2,1482.4,1.2,-93.6,0.0,"[42343,64307,112367,53625,0,684222]",pos1868-1-buildingData-170
1180.0,245.2,1483.8,2.0,-25.8,-0.0,"[61336,24969,85360,33626,0,749528]",pos1868-0-buildingData-220
1180.7,245.2,1482.4,0.2,80.4,0.0,"[0,9,9494,81,0,948857]",pos1868-1-buildingData-220
1178.3,295.2,1480.8,3.5,90.6,-0.0,"[0,0,243,0,0,958198]",pos1868-0-buildingData-270
1181.4,295.2,1479.9,2.7,117.3,0.0,"[0,0,333,0,0,958108]",pos1868-1-buildingData-270
