x,y,z,xh,yh,zh,f_xyz,image_name
519.0,40.5,847.4,-3.8,107.3,0.0,"[0,0,0,0,0,958441]",pos1298-0-buildingData-5
519.9,40.5,848.0,3.6,50.3,0.0,"[0,0,358,0,0,958083]",pos1298-1-buildingData-5
519.9,45.5,846.9,-4.8,47.5,-0.0,"[3896,168,5341,32,0,948791]",pos1298-0-buildingData-10
524.2,45.5,849.6,-2.9,107.8,-0.0,"[0,0,0,0,0,958441]",pos1298-1-buildingData-10
524.7,50.5,846.0,3.5,63.0,-0.0,"[3942,1330,27080,489,0,925270]",pos1298-0-buildingData-15
525.2,50.5,847.6,0.1,-170.1,0.0,"[0,1651,5752,409,0,950629]",pos1298-1-buildingData-15
524.7,60.5,842.6,-0.0,-28.0,0.0,"[0,5746,8362,310,0,944023]",pos1298-0-buildingData-25
522.7,60.5,845.0,2.9,-106.1,0.0,"[77051,8200,73008,5825,0,792419]",pos1298-1-buildingData-25
521.9,80.5,851.1,-3.5,162.7,0.0,"[0,0,0,979,0,957462]",pos1298-0-buildingData-45
528.3,80.5,849.0,-3.7,-128.1,0.0,"[61125,20178,107471,28905,0,739082]",pos1298-1-buildingData-45
518.6,105.5,842.4,3.4,-120.8,0.0,"[81306,25721,125958,36400,0,685853]",pos1298-0-buildingData-70
521.2,105.5,851.8,3.2,-35.0,-0.0,"[0,0,0,0,0,958441]",pos1298-1-buildingData-70
526.6,155.5,843.8,3.2,-37.8,0.0,"[1976,0,115,108,0,956219]",pos1298-0-buildingData-120
525.9,155.5,850.9,-2.5,-72.4,0.0,"[40743,32512,79570,59571,0,743202]",pos1298-1-buildingData-120
526.7,205.5,846.7,4.4,-97.3,0.0,"[72792,64946,77031,53277,0,686077]",pos1298-0-buildingData-170
528.0,205.5,849.0,1.8,-159.9,-0.0,"[59393,44248,92053,28654,0,730989]",pos1298-1-buildingData-170
527.3,255.5,849.4,3.0,-163.6,0.0,"[31355,18852,53785,14366,0,838839]",pos1298-0-buildingData-220
518.9,255.5,850.8,-4.2,-171.5,0.0,"[45333,31905,65364,28935,0,785224]",pos1298-1-buildingData-220
522.9,305.5,847.9,-3.0,-90.1,0.0,"[104578,44323,128953,69010,0,604946]",pos1298-0-buildingData-270
520.9,305.5,848.4,-0.7,55.1,0.0,"[0,0,0,0,0,958441]",pos1298-1-buildingData-270
