,0
classes_names,"[' building', ' water', ' road ', ' sidewalk', ' surface', ' tree', ' sky', ' miscelaneous']"
mpc,0.05
non_empty_classes_names,[' building' ' water' ' tree' ' sky']
train_size,16985
test_size,4247
num_epochs,100
pos_enc_dim,10
tsp,1
enc_input_size,60
num_present_classes,4
xyz_centroid,[1405.75168128   61.76370485 1065.28489355]
xyz_max-min,3001.246931488514
xyzh_centroid,[ 22.23473534  37.42628072 -15.13309896]
xyzh_max-min,359.99998089890255
criterion,MSELoss()
training_time_in_seconds,172
final_training_loss,0.020652920469652104
final_test_loss,0.024945518264074644
training_losses_summary,"[[0.40672305 0.39747213 0.30383884 0.27308474]
 [0.0839604  0.0415114  0.05568961 0.05856825]
 [0.06614352 0.02243714 0.04165425 0.04159849]
 [0.05798944 0.01524778 0.03424115 0.03437736]
 [0.05277008 0.01131493 0.02917336 0.03072753]
 [0.04914803 0.00899948 0.02575018 0.02831325]
 [0.04595684 0.00767051 0.0234937  0.02601213]
 [0.04406621 0.00673464 0.02173632 0.02474816]
 [0.04147769 0.00600705 0.02042231 0.02307597]
 [0.03992985 0.00553689 0.01931567 0.02187334]]"
test_losses_summary,"[[0.37671211 0.06926799 0.09566087 0.26186327]
 [0.08451388 0.03934764 0.05530011 0.05922024]
 [0.06778921 0.02113262 0.04170775 0.04240643]
 [0.05967876 0.01512835 0.03504341 0.03635696]
 [0.05653727 0.01199093 0.02996743 0.0343036 ]
 [0.05185301 0.00985881 0.02657758 0.03100718]
 [0.04964385 0.00867106 0.02493998 0.02918483]
 [0.04740909 0.00767739 0.02313705 0.02764239]
 [0.04609098 0.0071861  0.02184678 0.02679722]
 [0.04639392 0.00679986 0.02112383 0.02681465]]"
training_losses_history,"[[0.40672305 0.39747213 0.30383884 0.27308474]
 [0.30698668 0.0674846  0.09102561 0.21333793]
 [0.17458883 0.07004177 0.07696384 0.14403192]
 [0.14415321 0.06795487 0.07390876 0.11805217]
 [0.12736164 0.06376101 0.0728297  0.09993023]
 [0.1131199  0.05988343 0.0713222  0.08674917]
 [0.10380598 0.05673988 0.06882427 0.07784795]
 [0.09750158 0.05346874 0.06575209 0.07135127]
 [0.09239742 0.04975825 0.06235195 0.06612751]
 [0.08850415 0.04573628 0.05878452 0.06192764]
 [0.0839604  0.0415114  0.05568961 0.05856825]
 [0.08099662 0.03801329 0.05324985 0.05614123]
 [0.07824935 0.03545277 0.05116696 0.05369034]
 [0.076378   0.03335764 0.04957245 0.05164723]
 [0.07423247 0.03160315 0.04808204 0.04989299]
 [0.07255258 0.02980627 0.04683814 0.04800609]
 [0.07115824 0.02809886 0.0456393  0.04658524]
 [0.0697591  0.02643019 0.04462855 0.04513748]
 [0.06893305 0.0250037  0.04343234 0.0438575 ]
 [0.06737894 0.0235998  0.04255678 0.04269531]
 [0.06614352 0.02243714 0.04165425 0.04159849]
 [0.06549813 0.02139626 0.04072072 0.04084888]
 [0.06401034 0.02060495 0.0398385  0.03959285]
 [0.06314054 0.01974933 0.03910019 0.03880417]
 [0.06258832 0.01894124 0.038277   0.03803357]
 [0.06151101 0.0181769  0.03753502 0.0372188 ]
 [0.06065737 0.01761857 0.03676966 0.03656354]
 [0.06001754 0.01698254 0.03613223 0.03602497]
 [0.05931619 0.01636468 0.03544827 0.03558399]
 [0.05864578 0.0157985  0.03482502 0.03489642]
 [0.05798944 0.01524778 0.03424115 0.03437736]
 [0.05743845 0.01479619 0.03361283 0.03396938]
 [0.05673673 0.0142749  0.03293183 0.03367722]
 [0.05629202 0.01377799 0.03236798 0.03327852]
 [0.05594619 0.01332739 0.03193413 0.03283222]
 [0.05528274 0.0129563  0.03136943 0.03256727]
 [0.05485629 0.01256131 0.03084362 0.03211837]
 [0.05423731 0.01225359 0.03039394 0.03164616]
 [0.0534994  0.01187015 0.03001853 0.03136624]
 [0.05327981 0.01156428 0.02959225 0.03113033]
 [0.05277008 0.01131493 0.02917336 0.03072753]
 [0.0520472  0.01097848 0.02874314 0.03044098]
 [0.05170632 0.01072692 0.02843575 0.03013803]
 [0.05157211 0.01049689 0.02797217 0.02996269]
 [0.05087365 0.01030087 0.02771618 0.02950244]
 [0.05082765 0.0100683  0.02736172 0.02940386]
 [0.05038291 0.00976342 0.02702339 0.02931572]
 [0.0500545  0.00958326 0.02666178 0.02895793]
 [0.04961891 0.00938299 0.02638383 0.02876999]
 [0.04949085 0.00925221 0.02607056 0.02859931]
 [0.04914803 0.00899948 0.02575018 0.02831325]
 [0.0484367  0.00884032 0.02549934 0.02793913]
 [0.04869727 0.00884519 0.02529544 0.02809606]
 [0.0481744  0.00857    0.02503566 0.02770225]
 [0.04781154 0.00847066 0.0248003  0.02744157]
 [0.04718503 0.008296   0.02445435 0.02714482]
 [0.04713014 0.00816227 0.02434705 0.02690408]
 [0.04690383 0.00805087 0.02408299 0.02686481]
 [0.04671238 0.00785138 0.02391502 0.02665076]
 [0.04641082 0.00782199 0.02376815 0.02652359]
 [0.04595684 0.00767051 0.0234937  0.02601213]
 [0.04570871 0.0075991  0.0232704  0.02600113]
 [0.04545739 0.00747227 0.02306408 0.02596823]
 [0.04521842 0.00730477 0.022851   0.0255212 ]
 [0.04523984 0.00724321 0.02282636 0.02564838]
 [0.04461707 0.00715317 0.02252356 0.02522907]
 [0.04453291 0.00708059 0.02236781 0.02505646]
 [0.04440544 0.00696497 0.02227818 0.02500081]
 [0.04390001 0.00688705 0.02202118 0.02479903]
 [0.04383531 0.00682344 0.02189383 0.02457161]
 [0.04406621 0.00673464 0.02173632 0.02474816]
 [0.04326952 0.00668953 0.0216256  0.0242408 ]
 [0.04323487 0.00661031 0.02150396 0.02422858]
 [0.04292068 0.00651327 0.02132072 0.02397392]
 [0.04297265 0.00649045 0.02112976 0.02401447]
 [0.04254563 0.00636215 0.02106159 0.02367967]
 [0.04252792 0.00632514 0.02091776 0.02366695]
 [0.04227249 0.00624864 0.0207918  0.02359478]
 [0.04198206 0.0062064  0.02071064 0.0234215 ]
 [0.04166439 0.00614795 0.02053053 0.02307846]
 [0.04147769 0.00600705 0.02042231 0.02307597]
 [0.04138921 0.00600888 0.02026227 0.02281516]
 [0.04127704 0.00595514 0.02020241 0.02283706]
 [0.04079647 0.0058968  0.02004767 0.02266732]
 [0.04091083 0.00586563 0.01998329 0.02264286]
 [0.0408279  0.00584641 0.01971996 0.02261535]
 [0.04049606 0.00576752 0.01980705 0.02223274]
 [0.04009455 0.00570843 0.01957988 0.02214426]
 [0.03969769 0.00566273 0.01941558 0.02194346]
 [0.03959255 0.00556719 0.01931092 0.02180679]
 [0.03992985 0.00553689 0.01931567 0.02187334]
 [0.03947419 0.00550552 0.01909512 0.02162016]
 [0.03933782 0.00553996 0.01901402 0.02173184]
 [0.03907542 0.00547257 0.01890276 0.02147624]
 [0.03948289 0.00545724 0.01896694 0.02173949]
 [0.03899828 0.00535934 0.01877747 0.02147824]
 [0.03862576 0.00533112 0.01866134 0.02121636]
 [0.03818621 0.00528055 0.01850647 0.02087789]
 [0.03851894 0.00529914 0.01861617 0.02109246]
 [0.03810321 0.0052399  0.01843869 0.02082989]]"
