x,y,z,xh,yh,zh,image_name,f_xyz,predictions
842.5106601410772,45.02010124456787,1458.2977995297426,32.2071524443495,83.45431161148385,-32.04065846001832,,,"[0.987492561340332, 0.1578688621520996, 0.8025062680244446, 0.6580542922019958]"
842.5106601410772,45.02010124456787,1458.2977995297426,134.81481794956477,80.77143902737295,-135.1903231038312,,,"[0.9665589928627014, 0.03569317236542702, 0.615656852722168, 0.8397638201713562]"
842.5106601410772,45.02010124456787,1458.2977995297426,26.92976287253669,81.34080129056312,-26.67144787954627,,,"[0.9881630539894104, 0.26737180352211, 0.8199642300605774, 0.692175030708313]"
842.5106601410772,45.02010124456787,1458.2977995297426,-0.1236094142069601,85.87656525509739,0.12495383628017526,,,"[0.9866755604743958, 0.4167044162750244, 0.9101964831352234, 0.5348873138427734]"
842.5106601410772,45.02010124456787,1458.2977995297426,18.871651946490655,-41.57802538068791,13.390563552886665,,,"[0.9917478561401367, 0.03569317236542702, 0.6224657893180847, 0.6669613718986511]"
842.5106601410772,45.02010124456787,1458.2977995297426,104.38189768049969,82.9904136242983,-104.44446967921152,,,"[0.9427781701087952, 0.03569317236542702, 0.7030290365219116, 0.8873295783996582]"
851.6097348032647,93.83795745155298,1427.9675506557842,-0.000956110697160284,63.482978396186525,-0.00017608254140100144,,,"[0.8522997498512268, 0.7702031135559082, 0.9633449912071228, 0.9095855355262756]"
851.6097348032647,93.83795745155298,1427.9675506557842,129.44023048333455,83.29474234258485,-129.63689330094854,,,"[0.707573652267456, 0.45750027894973755, 0.6798102855682373, 0.990792989730835]"
851.6097348032647,93.83795745155298,1427.9675506557842,5.277878864412252,59.15705900045254,-4.4580449286393415,,,"[0.8172872066497803, 0.7721919417381287, 0.9506745338439941, 0.9338704943656921]"
851.6097348032647,93.83795745155298,1427.9675506557842,-10.251538792492557,86.66832290704085,10.198147234686598,,,"[0.9595993161201477, 0.6358389258384705, 0.8497270941734314, 0.8529940247535706]"
851.6097348032647,93.83795745155298,1427.9675506557842,156.18626993514843,85.59822918728992,-156.2442954184921,,,"[0.9842750430107117, 0.16377726197242737, 0.5062437057495117, 0.7658426761627197]"
851.6097348032647,93.83795745155298,1427.9675506557842,0.2912139189773768,83.63083455218545,-0.2885953245321957,,,"[0.9325703978538513, 0.6177072525024414, 0.8838202953338623, 0.8941275477409363]"
830.0034312445204,63.82901573728873,1499.9885625182656,116.56063863602967,-62.36585289532788,119.37751940121493,,,"[0.3084408640861511, 0.22809529304504395, 0.3901120126247406, 0.9996070265769958]"
830.0034312445204,63.82901573728873,1499.9885625182656,35.24969912890833,85.13185262849522,-35.143513953232905,,,"[0.9598203897476196, 0.15146008133888245, 0.7436705827713013, 0.8660940527915955]"
830.0034312445204,63.82901573728873,1499.9885625182656,143.606481093686,80.68925505007324,-143.97332123496022,,,"[0.9076170325279236, 0.07943937182426453, 0.609492301940918, 0.9332144856452942]"
830.0034312445204,63.82901573728873,1499.9885625182656,165.13981841722804,61.88003911481429,-166.8167420188125,,,"[0.9816137552261353, 0.0, 0.5048895478248596, 0.7660975456237793]"
830.0034312445204,63.82901573728873,1499.9885625182656,165.22133062848067,61.863085837445155,-166.89175087050913,,,"[0.981854259967804, 0.0, 0.5053002238273621, 0.7644003033638]"
830.0034312445204,63.82901573728873,1499.9885625182656,31.581084983445113,84.55036147465925,-31.450374989554803,,,"[0.9590094685554504, 0.19929777085781097, 0.7615087628364563, 0.8638193011283875]"
839.0699771789552,93.68917691791613,1469.766742736816,-5.979486404892937,-55.47333983928969,-5.143565703799258,,,"[0.9896540641784668, 0.5010111927986145, 0.7153107523918152, 0.6614607572555542]"
839.0699771789552,93.68917691791613,1469.766742736816,0.07793695107430088,60.032821434093535,-0.10267562104575534,,,"[0.8189163208007812, 0.8014827966690063, 0.9746809601783752, 0.9139574766159058]"
839.0699771789552,93.68917691791613,1469.766742736816,-0.6685948089806059,52.20429332758161,0.3526317263810861,,,"[0.8461111187934875, 0.7694708108901978, 0.965941846370697, 0.91256183385849]"
839.0699771789552,93.68917691791613,1469.766742736816,0.22191952166408857,84.41626929422642,-0.2249775467569628,,,"[0.9450899958610535, 0.6162189841270447, 0.8779608607292175, 0.8906949162483215]"
839.0699771789552,93.68917691791613,1469.766742736816,13.369427578372035,83.2277073579741,-13.295445325729412,,,"[0.9018218517303467, 0.6276168823242188, 0.8835740089416504, 0.929007887840271]"
839.0699771789552,93.68917691791613,1469.766742736816,140.73820319938537,79.7875948074233,-141.19017366816354,,,"[0.7554910778999329, 0.4047173857688904, 0.6677237153053284, 0.9864651560783386]"
834.4026767245134,75.23580504870264,1485.3244109182888,160.86674944865726,64.76954649564188,-162.59074472591973,,,"[0.9294246435165405, 0.06049276888370514, 0.5046659111976624, 0.9146754145622253]"
834.4026767245134,75.23580504870264,1485.3244109182888,3.8802182880631992,54.38971314639507,-3.134596120502774,,,"[0.8405569791793823, 0.6610324382781982, 0.9351861476898193, 0.9296459555625916]"
834.4026767245134,75.23580504870264,1485.3244109182888,4.831406294079091,-11.997710774563295,1.0946103733578254,,,"[0.9792059063911438, 0.29797837138175964, 0.7323776483535767, 0.7730287909507751]"
