x,y,z,xh,yh,zh,image_name,f_xyz
0,842.5106601410772,53.74822095535909,1458.2977995297426,17.071332613690647,69.93177408293721,-16.11746092276967,,
1,842.5106601410772,53.74822095535909,1458.2977995297426,10.144451409854002,54.44046317983049,-8.053211691894772,,
2,842.5106601410772,53.74822095535909,1458.2977995297426,-0.00022350119752445607,85.65450360275165,-0.0004609906988264356,,
3,842.5106601410772,53.74822095535909,1458.2977995297426,11.927673621644763,-39.03389585733198,7.4337958389175,,
4,842.5106601410772,53.74822095535909,1458.2977995297426,-1.883359215071323e-05,64.76000477775983,-0.0021214696637628094,,
5,842.5106601410772,53.74822095535909,1458.2977995297426,-176.99211528491531,83.59492942980894,177.02001727848545,,
6,851.6097348032647,67.73097362846887,1427.9675506557842,7.321098279783969,39.45333659091484,-4.594445862229965,,
7,851.6097348032647,67.73097362846887,1427.9675506557842,177.4134232824219,65.30746489710856,-177.66004646950782,,
8,851.6097348032647,67.73097362846887,1427.9675506557842,0.23901147530725608,51.29608262087193,-0.2599160341398044,,
9,851.6097348032647,67.73097362846887,1427.9675506557842,1.9202808322983755,68.36885455438268,-1.7723062407292647,,
10,851.6097348032647,67.73097362846887,1427.9675506557842,6.810986564503921,89.69395580098117,-6.819613645392053,,
11,851.6097348032647,67.73097362846887,1427.9675506557842,14.309334811439392,83.95774177180525,-14.244805410190612,,
12,830.0034312445204,76.43766161140505,1499.9885625182656,178.97840335606125,66.97786565867283,-179.0568710426752,,
13,830.0034312445204,76.43766161140505,1499.9885625182656,164.34624812933183,-8.167657920681435,178.005554129125,,
14,830.0034312445204,76.43766161140505,1499.9885625182656,75.6940192214248,-68.44723222076038,74.70035116775223,,
15,830.0034312445204,76.43766161140505,1499.9885625182656,1.1788427716286194,59.416791868410925,-1.0193759323192486,,
16,830.0034312445204,76.43766161140505,1499.9885625182656,165.33272518896862,63.63967947327032,-166.79316465215945,,
17,830.0034312445204,76.43766161140505,1499.9885625182656,168.25091182851136,-47.46520011940771,171.44924828283837,,
18,839.0699771789552,62.47658763563116,1469.766742736816,178.26762794375034,64.92296753612968,-178.4294690887669,,
19,839.0699771789552,62.47658763563116,1469.766742736816,-174.46104997107685,-19.11718303486834,-178.10451911380036,,
20,839.0699771789552,62.47658763563116,1469.766742736816,-0.000344214678705157,63.93810176120031,-0.001232535156020731,,
21,839.0699771789552,62.47658763563116,1469.766742736816,3.9083196730078003,85.77022002438609,-3.902320621013124,,
22,839.0699771789552,62.47658763563116,1469.766742736816,106.88631923207097,82.96285975830267,-107.0112069294266,,
23,839.0699771789552,62.47658763563116,1469.766742736816,37.04551005245797,84.35236451903145,-36.91520168480103,,
24,834.4026767245134,105.70941619724604,1485.3244109182888,175.88674251385441,86.32699264749431,-175.89067426673566,,
25,834.4026767245134,105.70941619724604,1485.3244109182888,7.675598499657573,-15.422338548846396,2.2431875004441397,,
26,834.4026767245134,105.70941619724604,1485.3244109182888,-179.99828645534595,84.00516473191395,-179.99977778894618,,
27,834.4026767245134,105.70941619724604,1485.3244109182888,150.78330373356434,75.90253136991976,-151.5246341368049,,
28,834.4026767245134,105.70941619724604,1485.3244109182888,162.14876740282858,65.21694817046082,-163.71051289099165,,
29,834.4026767245134,105.70941619724604,1485.3244109182888,164.56981565173024,84.43167507130372,-164.6397062812839,,
30,832.7701578430639,86.35864150011614,1490.7661405231202,-5.404316893747849,-4.994456452209513,0.08829425620445176,,
31,832.7701578430639,86.35864150011614,1490.7661405231202,142.85004431202898,80.2493788090868,-143.26098485133002,,
32,832.7701578430639,86.35864150011614,1490.7661405231202,-179.99908545500298,81.93984287897621,-0.0006797105203304454,,
33,832.7701578430639,86.35864150011614,1490.7661405231202,-171.53129009907425,35.525121262729215,174.76676966210223,,
34,832.7701578430639,86.35864150011614,1490.7661405231202,30.173147182927934,84.13210301566815,-30.0424255360841,,
35,832.7701578430639,86.35864150011614,1490.7661405231202,179.42341417905686,67.74738131214278,-179.4466981807785,,
36,835.5878063413302,126.63515118272142,1481.373978862233,-179.99874780557406,83.6667380258461,-0.00046586510865154196,,
37,835.5878063413302,126.63515118272142,1481.373978862233,166.1768942926117,61.94834154794502,-167.7495833218824,,
38,835.5878063413302,126.63515118272142,1481.373978862233,4.170307749246667,81.42340328622834,-4.128324188783742,,
39,835.5878063413302,126.63515118272142,1481.373978862233,-4.696003551560195,85.95236447914816,4.681229192356664,,
40,835.5878063413302,126.63515118272142,1481.373978862233,-176.9482895872224,33.80603289979365,178.39903407022487,,
41,835.5878063413302,126.63515118272142,1481.373978862233,176.1786775623421,73.14821968127885,-176.33344884844433,,
42,840.3668218112914,63.51303982690307,1465.4439272956952,-8.355306364344813,87.3353374395464,8.342120395365505,,
43,840.3668218112914,63.51303982690307,1465.4439272956952,3.1711028257249656,84.48551424220298,-3.156160704122567,,
44,840.3668218112914,63.51303982690307,1465.4439272956952,143.4150230432204,79.69062528304389,-143.85860395186802,,
45,840.3668218112914,63.51303982690307,1465.4439272956952,4.693986907086813,83.37607486559972,-4.64219005680784,,
46,840.3668218112914,63.51303982690307,1465.4439272956952,-1.1632004424389912,16.887407478151452,0.16693251512099916,,
47,840.3668218112914,63.51303982690307,1465.4439272956952,36.13118452743522,85.28386879301951,-36.03474326277297,,
48,841.9030242269201,115.18765297563104,1460.323252576933,-3.120682962965039,15.801617297548052,1.1355313572297336,,
49,841.9030242269201,115.18765297563104,1460.323252576933,170.2484163002291,84.71906967503647,-170.29649844248442,,
50,841.9030242269201,115.18765297563104,1460.323252576933,-6.730751586853506,85.96834696583203,6.709093435319921,,
51,841.9030242269201,115.18765297563104,1460.323252576933,4.729091767094334,55.09294517936453,-3.92306679460339,,
52,841.9030242269201,115.18765297563104,1460.323252576933,165.21614382277102,62.427789082627264,-166.82710287459582,,
53,841.9030242269201,115.18765297563104,1460.323252576933,0.08112745394659726,86.02471630704557,-0.0816239800952695,,
54,846.1645020201007,69.03556248491388,1446.1183265996642,12.46674197749234,85.84668956273843,-12.433504016460818,,
55,846.1645020201007,69.03556248491388,1446.1183265996642,3.3061377744895752,84.70845700725437,-3.2900258389709474,,
56,846.1645020201007,69.03556248491388,1446.1183265996642,27.95754015401125,84.1022273927273,-27.833809392059173,,
57,846.1645020201007,69.03556248491388,1446.1183265996642,18.345865333929265,85.8602945744374,-18.29603944821642,,
58,846.1645020201007,69.03556248491388,1446.1183265996642,142.40877944869194,79.68308076822974,-142.86115730233522,,
59,846.1645020201007,69.03556248491388,1446.1183265996642,137.91490695418432,79.83633959974274,-138.36934011079316,,
60,842.5758354320989,102.42190888408598,1458.0805485596704,92.93810954256938,82.15052493861792,-92.9515749525315,,
61,842.5758354320989,102.42190888408598,1458.0805485596704,117.4242676815818,84.34143293831313,-117.53607541246076,,
62,842.5758354320989,102.42190888408598,1458.0805485596704,-4.692421366889952,71.84307985456275,4.52800254817887,,
63,842.5758354320989,102.42190888408598,1458.0805485596704,-179.99830589423337,64.249136053494,-5.563596334923204e-05,,
64,842.5758354320989,102.42190888408598,1458.0805485596704,27.538691649539192,83.82329879768659,-27.406882926627564,,
65,842.5758354320989,102.42190888408598,1458.0805485596704,130.74074274819603,79.31118624081101,-131.23545451093963,,
66,850.5565850119028,79.89875972207889,1431.4780499603241,-2.9272012166051424,17.042040211130654,1.0309103579226153,,
67,850.5565850119028,79.89875972207889,1431.4780499603241,11.962860840155674,-38.18577978023719,7.545150507282169,,
68,850.5565850119028,79.89875972207889,1431.4780499603241,178.019573268917,65.28080726069959,-178.20617157574526,,
69,850.5565850119028,79.89875972207889,1431.4780499603241,7.2728774599407835,58.09215301682207,-6.332501526333158,,
70,850.5565850119028,79.89875972207889,1431.4780499603241,108.2194928553649,83.03026465032046,-108.34622398691248,,
71,850.5565850119028,79.89875972207889,1431.4780499603241,0.24128612906840097,59.098495310522004,-0.2537637462909208,,
72,836.1335674919455,50.69643994828327,1479.5547750268483,162.24595755806203,66.3292856951623,-163.650498343796,,
73,836.1335674919455,50.69643994828327,1479.5547750268483,12.096465149045079,84.70498164932549,-12.04825353287391,,
74,836.1335674919455,50.69643994828327,1479.5547750268483,5.21431076946754,75.42470780399542,-5.001376692751667,,
75,836.1335674919455,50.69643994828327,1479.5547750268483,-176.9161055050363,83.91222794149054,176.93379291806403,,
76,836.1335674919455,50.69643994828327,1479.5547750268483,-0.4762301837805556,24.941330881164802,0.1789476150756737,,
77,836.1335674919455,50.69643994828327,1479.5547750268483,-1.722517744824695,84.48124662679906,1.7098682285940159,,
78,856.3435230917283,67.8813670960376,1412.1882563609054,28.964482050268053,62.83359943124365,-26.035428711078115,,
79,856.3435230917283,67.8813670960376,1412.1882563609054,0.04714017275167874,87.27805999245605,-0.04637363812928197,,
80,856.3435230917283,67.8813670960376,1412.1882563609054,123.67796211402533,81.61522579325872,-123.98038422920726,,
81,856.3435230917283,67.8813670960376,1412.1882563609054,178.46365103450196,62.690718531221684,-178.62494319662832,,
82,856.3435230917283,67.8813670960376,1412.1882563609054,151.65951531067066,67.27073123429625,-154.09262671876542,,
83,856.3435230917283,67.8813670960376,1412.1882563609054,164.28342479971766,62.60254172528236,-165.9807641958999,,
84,830.8216277959377,111.41025553547935,1497.2612406802075,166.2680669339258,83.02851198470881,-166.36677059581353,,
85,830.8216277959377,111.41025553547935,1497.2612406802075,15.750425379185483,88.71489526008108,-15.751232446198404,,
86,830.8216277959377,111.41025553547935,1497.2612406802075,-4.511917627976184,72.30832940154832,4.298151671256833,,
